,Codi_expedient,Tipus_accident,Descripcio_causa_mediata
9391,2018S008879    ,Col.lisiÃ³ fronto-lateral,Not_Specified
9392,2018S008880    ,Caiguda (dues rodes),Not_Specified
9393,2018S008881    ,Caiguda (dues rodes),Not_Specified
9394,2018S008881    ,Col.lisiÃ³ lateral,Not_Specified
9395,2018S008882    ,Abast,Not_Specified
9396,2018S008883    ,Abast,Not_Specified
9397,2018S008884    ,Atropellament,Not_Specified
9398,2018S008885    ,Caiguda interior vehicle,Not_Specified
9399,2018S008886    ,Col.lisiÃ³ fronto-lateral,Not_Specified
9400,2018S008887    ,Atropellament,No hi ha causa mediata
9401,2018S008888    ,Col.lisiÃ³ fronto-lateral,Not_Specified
9402,2018S008889    ,Altres,No hi ha causa mediata
9403,2018S008890    ,Xoc contra element estÃ tic,Not_Specified
9404,2018S008891    ,Col.lisiÃ³ lateral,Not_Specified
9405,2018S008891    ,Col.lisiÃ³ fronto-lateral,Not_Specified
9406,2018S008892    ,Abast,Not_Specified
9407,2018S008893    ,Atropellament,Not_Specified
9408,2018S008894    ,Atropellament,Not_Specified
9409,2018S008895    ,Caiguda (dues rodes),Not_Specified
9410,2018S008895    ,Atropellament,Not_Specified
9411,2018S008896    ,Col.lisiÃ³ fronto-lateral,Not_Specified
9412,2018S008897    ,Col.lisiÃ³ lateral,Not_Specified
9413,2018S008898    ,Caiguda interior vehicle,Not_Specified
9414,2018S008899    ,Atropellament,Not_Specified
9415,2018S008900    ,Abast,Not_Specified
9416,2018S008901    ,Atropellament,Not_Specified
9417,2018S008902    ,Col.lisiÃ³ fronto-lateral,Not_Specified
9418,2018S008903    ,Abast,Not_Specified
9419,2018S008904    ,Xoc contra element estÃ tic,No hi ha causa mediata
9420,2018S008905    ,Col.lisiÃ³ fronto-lateral,No hi ha causa mediata
9421,2018S008906    ,Col.lisiÃ³ lateral,Not_Specified
9422,2018S008907    ,Col.lisiÃ³ frontal,Not_Specified
9423,2018S008908    ,Altres,Not_Specified
9424,2018S008909    ,Caiguda (dues rodes),Not_Specified
9425,2018S008910    ,Abast,Not_Specified
9426,2018S008911    ,Caiguda (dues rodes),Not_Specified
9427,2018S008912    ,Col.lisiÃ³ fronto-lateral,Not_Specified
9428,2018S008913    ,Col.lisiÃ³ lateral,Not_Specified
9429,2018S008914    ,Col.lisiÃ³ lateral,Not_Specified
9430,2018S008914    ,Caiguda (dues rodes),Not_Specified
9431,2018S008915    ,Abast,Not_Specified
9432,2018S008916    ,Xoc contra element estÃ tic,No hi ha causa mediata
9433,2018S008917    ,Col.lisiÃ³ lateral,Not_Specified
9434,2018S008918    ,Col.lisiÃ³ lateral,Not_Specified
9435,2018S008919    ,Caiguda (dues rodes),Not_Specified
9436,2018S008920    ,Col.lisiÃ³ fronto-lateral,Not_Specified
9437,2018S008921    ,Col.lisiÃ³ frontal,Not_Specified
9438,2018S008922    ,Abast multiple,Not_Specified
9439,2018S008923    ,Col.lisiÃ³ lateral,Not_Specified
9440,2018S008924    ,Abast,Not_Specified
9441,2018S008925    ,Atropellament,Not_Specified
9442,2018S008926    ,Abast,No hi ha causa mediata
9443,2018S008927    ,Col.lisiÃ³ fronto-lateral,Not_Specified
9444,2018S008928    ,Atropellament,Not_Specified
9445,2018S008929    ,Abast,No hi ha causa mediata
9446,2018S008930    ,Caiguda interior vehicle,Not_Specified
9447,2018S008931    ,Xoc contra element estÃ tic,Not_Specified
9448,2018S008932    ,Caiguda interior vehicle,Not_Specified
9449,2018S008933    ,Atropellament,Not_Specified
9450,2018S008934    ,Col.lisiÃ³ lateral,Not_Specified
9451,2018S008935    ,Col.lisiÃ³ fronto-lateral,Not_Specified
9452,2018S008936    ,Abast,Not_Specified
9453,2018S008937    ,Atropellament,Not_Specified
9454,2018S008938    ,Abast,No hi ha causa mediata
9455,2018S008939    ,Col.lisiÃ³ fronto-lateral,Not_Specified
9456,2018S008939    ,Col.lisiÃ³ frontal,Not_Specified
9457,2018S008940    ,Atropellament,Not_Specified
9458,2018S008941    ,Abast,Not_Specified
9459,2018S008942    ,Abast,Not_Specified
9460,2018S008943    ,Col.lisiÃ³ fronto-lateral,Not_Specified
9461,2018S008944    ,Atropellament,Not_Specified
9462,2018S008945    ,Col.lisiÃ³ lateral,Not_Specified
9463,2018S008946    ,Abast,Not_Specified
9464,2018S008947    ,Col.lisiÃ³ lateral,Not_Specified
9465,2018S008948    ,Abast multiple,Not_Specified
9466,2018S008949    ,Col.lisiÃ³ fronto-lateral,Not_Specified
9467,2018S008950    ,Atropellament,Not_Specified
9468,2018S008951    ,Col.lisiÃ³ lateral,Not_Specified
9469,2018S008952    ,Col.lisiÃ³ lateral,Not_Specified
9470,2018S008953    ,Atropellament,Not_Specified
9471,2018S008954    ,Atropellament,Not_Specified
9472,2018S008955    ,Xoc contra element estÃ tic,Not_Specified
9473,2018S008956    ,Atropellament,Not_Specified
9474,2018S008957    ,Abast,Not_Specified
9475,2018S008958    ,Abast,Not_Specified
9476,2018S008959    ,Caiguda (dues rodes),Not_Specified
9477,2018S008959    ,Abast,Not_Specified
9478,2018S008960    ,Col.lisiÃ³ lateral,Not_Specified
9479,2018S008961    ,Abast,Not_Specified
9480,2018S008962    ,Caiguda (dues rodes),No hi ha causa mediata
9481,2018S008963    ,Xoc contra element estÃ tic,No hi ha causa mediata
9482,2018S008964    ,Atropellament,Not_Specified
9483,2018S008965    ,Col.lisiÃ³ fronto-lateral,Not_Specified
9484,2018S008965    ,Col.lisiÃ³ lateral,Not_Specified
9485,2018S008966    ,Col.lisiÃ³ lateral,Not_Specified
9486,2018S008967    ,Xoc contra element estÃ tic,Not_Specified
9487,2018S008968    ,Col.lisiÃ³ fronto-lateral,Not_Specified
9488,2018S008969    ,Caiguda (dues rodes),No hi ha causa mediata
9489,2018S008969    ,Atropellament,No hi ha causa mediata
9490,2018S008970    ,Abast,Not_Specified
9491,2018S008971    ,Abast,Not_Specified
9492,2018S008972    ,Abast multiple,Not_Specified
9493,2018S008973    ,Col.lisiÃ³ fronto-lateral,Not_Specified
9494,2018S008974    ,Col.lisiÃ³ lateral,Not_Specified
9495,2018S008975    ,Caiguda (dues rodes),Not_Specified
9496,2018S008976    ,Col.lisiÃ³ fronto-lateral,Not_Specified
9497,2018S008977    ,Abast,Not_Specified
9498,2018S008978    ,Col.lisiÃ³ fronto-lateral,Not_Specified
9499,2018S008979    ,Abast,Not_Specified
9500,2018S008980    ,Col.lisiÃ³ lateral,Not_Specified
9501,2018S008981    ,Bolcada (mÃ©s de dues rodes),Not_Specified
9502,2018S008982    ,Atropellament,Not_Specified
9503,2018S008983    ,Col.lisiÃ³ lateral,Not_Specified
9504,2018S008984    ,Atropellament,No hi ha causa mediata
9505,2018S008985    ,Atropellament,Not_Specified
9506,2018S008986    ,Atropellament,Not_Specified
9507,2018S008987    ,Col.lisiÃ³ lateral,Not_Specified
9508,2018S008988    ,Col.lisiÃ³ fronto-lateral,Not_Specified
9509,2018S008989    ,Col.lisiÃ³ lateral,Not_Specified
9510,2018S008990    ,Col.lisiÃ³ lateral,Not_Specified
9511,2018S008991    ,Abast,Not_Specified
9512,2018S008992    ,Caiguda interior vehicle,Not_Specified
9513,2018S008993    ,Abast,Not_Specified
9514,2018S008994    ,Col.lisiÃ³ fronto-lateral,Not_Specified
9515,2018S008995    ,Col.lisiÃ³ lateral,Not_Specified
9516,2018S008996    ,Col.lisiÃ³ lateral,Not_Specified
9517,2018S008997    ,Abast,Not_Specified
9518,2018S008998    ,Col.lisiÃ³ fronto-lateral,Not_Specified
9519,2018S008999    ,Abast,No hi ha causa mediata
9520,2018S009000    ,Abast,Not_Specified
9521,2018S009001    ,Caiguda interior vehicle,Not_Specified
9522,2018S009002    ,Xoc contra element estÃ tic,Not_Specified
9523,2018S009003    ,Col.lisiÃ³ lateral,Not_Specified
9524,2018S009004    ,Col.lisiÃ³ fronto-lateral,Not_Specified
9525,2018S009005    ,Xoc contra element estÃ tic,Not_Specified
9526,2018S009006    ,Xoc contra element estÃ tic,Not_Specified
9527,2018S009007    ,Abast,Not_Specified
9528,2018S009008    ,Xoc contra element estÃ tic,Not_Specified
9529,2018S009009    ,Altres,Not_Specified
9530,2018S009010    ,Abast,Not_Specified
9531,2018S009011    ,Abast,Not_Specified
9532,2018S009012    ,Caiguda (dues rodes),Not_Specified
9533,2018S009012    ,Abast,Not_Specified
9534,2018S009013    ,Col.lisiÃ³ lateral,Not_Specified
9535,2018S009014    ,Atropellament,Not_Specified
9536,2018S009015    ,Col.lisiÃ³ fronto-lateral,Not_Specified
9537,2018S009016    ,Atropellament,Not_Specified
9538,2018S009017    ,Col.lisiÃ³ fronto-lateral,Not_Specified
9539,2018S009018    ,Atropellament,Not_Specified
9540,2018S009019    ,Col.lisiÃ³ fronto-lateral,Not_Specified
9541,2018S009020    ,Col.lisiÃ³ lateral,Not_Specified
9542,2018S009021    ,Col.lisiÃ³ fronto-lateral,Not_Specified
9543,2018S009022    ,Abast,Not_Specified
9544,2018S009023    ,Col.lisiÃ³ lateral,Not_Specified
9545,2018S009024    ,Xoc contra element estÃ tic,Not_Specified
9546,2018S009024    ,Col.lisiÃ³ lateral,Not_Specified
9547,2018S009025    ,Col.lisiÃ³ lateral,Not_Specified
9548,2018S009026    ,Atropellament,Not_Specified
9549,2018S009027    ,Abast multiple,No hi ha causa mediata
9550,2018S009028    ,Col.lisiÃ³ lateral,No hi ha causa mediata
9551,2018S009029    ,Caiguda (dues rodes),Not_Specified
9552,2018S009029    ,Altres,Not_Specified
9553,2018S009030    ,Col.lisiÃ³ lateral,Not_Specified
9554,2018S009031    ,Abast,Not_Specified
9555,2018S009032    ,Col.lisiÃ³ fronto-lateral,Not_Specified
9556,2018S009033    ,Atropellament,Not_Specified
9557,2018S009034    ,Atropellament,Not_Specified
9558,2018S009035    ,Abast,Not_Specified
9559,2018S009036    ,Atropellament,Not_Specified
9560,2018S009037    ,Abast,Not_Specified
9561,2018S009038    ,Caiguda interior vehicle,Not_Specified
9562,2018S009039    ,Col.lisiÃ³ fronto-lateral,Not_Specified
9563,2018S009040    ,Col.lisiÃ³ fronto-lateral,No hi ha causa mediata
9564,2018S009041    ,Col.lisiÃ³ lateral,Not_Specified
9565,2018S009042    ,Atropellament,Not_Specified
9566,2018S009043    ,Col.lisiÃ³ fronto-lateral,Not_Specified
9567,2018S009044    ,Atropellament,Not_Specified
9568,2018S009045    ,Caiguda (dues rodes),Not_Specified
9569,2018S009046    ,Caiguda (dues rodes),Not_Specified
9570,2018S009047    ,Abast,Not_Specified
9571,2018S009048    ,Col.lisiÃ³ lateral,No hi ha causa mediata
9572,2018S009049    ,Col.lisiÃ³ lateral,Not_Specified
9573,2018S009049    ,Abast,Not_Specified
9574,2018S009050    ,Abast,Not_Specified
9575,2018S009051    ,Col.lisiÃ³ fronto-lateral,Not_Specified
9576,2018S009052    ,Atropellament,Not_Specified
9577,2018S009053    ,Col.lisiÃ³ lateral,Not_Specified
9578,2018S009054    ,Col.lisiÃ³ lateral,Not_Specified
9579,2018S009055    ,Col.lisiÃ³ fronto-lateral,Not_Specified
9580,2018S009056    ,Caiguda (dues rodes),Not_Specified
9581,2018S009056    ,Caiguda interior vehicle,Not_Specified
9582,2018S009057    ,Col.lisiÃ³ lateral,Not_Specified
9583,2018S009058    ,Col.lisiÃ³ lateral,Not_Specified
9584,2018S009059    ,Col.lisiÃ³ frontal,Not_Specified
9585,2018S009060    ,Abast,Not_Specified
9586,2018S009061    ,Col.lisiÃ³ lateral,Not_Specified
9587,2018S009062    ,Abast,Not_Specified
9588,2018S009063    ,Caiguda interior vehicle,Not_Specified
9589,2018S009064    ,Atropellament,Not_Specified
9590,2018S009065    ,Col.lisiÃ³ lateral,Not_Specified
9591,2018S009066    ,Col.lisiÃ³ lateral,Not_Specified
9592,2018S009067    ,Col.lisiÃ³ fronto-lateral,Not_Specified
9593,2018S009068    ,Atropellament,Not_Specified
9594,2018S009068    ,Col.lisiÃ³ lateral,Not_Specified
9595,2018S009069    ,Col.lisiÃ³ fronto-lateral,Not_Specified
9596,2018S009069    ,Col.lisiÃ³ lateral,Not_Specified
9597,2018S009070    ,Col.lisiÃ³ fronto-lateral,Not_Specified
9598,2018S009071    ,Col.lisiÃ³ fronto-lateral,Not_Specified
9599,2018S009072    ,Abast multiple,Not_Specified
9600,2018S009073    ,Col.lisiÃ³ lateral,No hi ha causa mediata
9601,2018S009074    ,Col.lisiÃ³ frontal,ExcÃ©s de velocitat o inadequada
9602,2018S009074    ,Caiguda (dues rodes),ExcÃ©s de velocitat o inadequada
9603,2018S009075    ,Col.lisiÃ³ lateral,Not_Specified
9604,2018S009076    ,Col.lisiÃ³ lateral,Not_Specified
9605,2018S009076    ,Abast,Not_Specified
9606,2018S009077    ,Atropellament,Not_Specified
9607,2018S009078    ,Col.lisiÃ³ fronto-lateral,Not_Specified
9608,2018S009079    ,Col.lisiÃ³ fronto-lateral,Not_Specified
9609,2018S009080    ,Col.lisiÃ³ fronto-lateral,No hi ha causa mediata
9610,2018S009081    ,Caiguda interior vehicle,Not_Specified
9611,2018S009082    ,Col.lisiÃ³ fronto-lateral,Not_Specified
9612,2018S009083    ,Col.lisiÃ³ lateral,Not_Specified
9613,2018S009084    ,Abast,Not_Specified
9614,2018S009085    ,Abast,Not_Specified
9615,2018S009086    ,Abast,Not_Specified
9616,2018S009087    ,Desconegut,Not_Specified
9617,2018S009088    ,Col.lisiÃ³ lateral,Not_Specified
9618,2018S009089    ,Col.lisiÃ³ fronto-lateral,Not_Specified
9619,2018S009089    ,Altres,Not_Specified
9620,2018S009090    ,Col.lisiÃ³ lateral,No hi ha causa mediata
9621,2018S009091    ,Col.lisiÃ³ lateral,Not_Specified
9622,2018S009092    ,Col.lisiÃ³ lateral,Not_Specified
9623,2018S009093    ,Col.lisiÃ³ lateral,Not_Specified
9624,2018S009094    ,Col.lisiÃ³ lateral,Not_Specified
9625,2018S009095    ,Col.lisiÃ³ lateral,Not_Specified
9626,2018S009096    ,Col.lisiÃ³ lateral,Not_Specified
9627,2018S009097    ,Atropellament,Not_Specified
9628,2018S009098    ,Col.lisiÃ³ fronto-lateral,Not_Specified
9629,2018S009099    ,Xoc contra element estÃ tic,Not_Specified
9630,2018S009100    ,Abast,Not_Specified
9631,2018S009101    ,Atropellament,Not_Specified
9632,2018S009102    ,Col.lisiÃ³ lateral,Not_Specified
9633,2018S009102    ,Col.lisiÃ³ fronto-lateral,Not_Specified
9634,2018S009103    ,Atropellament,Not_Specified
9635,2018S009103    ,Caiguda (dues rodes),Not_Specified
9636,2018S009104    ,Abast,Not_Specified
9637,2018S009105    ,Caiguda interior vehicle,Not_Specified
9638,2018S009106    ,Col.lisiÃ³ lateral,Not_Specified
9639,2018S009107    ,Col.lisiÃ³ fronto-lateral,Not_Specified
9640,2018S009108    ,Caiguda interior vehicle,Not_Specified
9641,2018S009109    ,Abast,Not_Specified
9642,2018S009110    ,Xoc contra element estÃ tic,Not_Specified
9643,2018S009111    ,Abast,AlcoholÃ¨mia
9644,2018S009112    ,Caiguda interior vehicle,Not_Specified
9645,2018S009113    ,Col.lisiÃ³ fronto-lateral,Not_Specified
9646,2018S009114    ,Col.lisiÃ³ lateral,Not_Specified
9647,2018S009115    ,Col.lisiÃ³ lateral,Not_Specified
9648,2018S009116    ,Caiguda (dues rodes),Not_Specified
9649,2018S009116    ,Col.lisiÃ³ lateral,Not_Specified
9650,2018S009117    ,Caiguda interior vehicle,Not_Specified
9651,2018S009118    ,Col.lisiÃ³ lateral,Not_Specified
9652,2018S009119    ,Col.lisiÃ³ fronto-lateral,Not_Specified
9653,2018S009120    ,Col.lisiÃ³ fronto-lateral,Not_Specified
9654,2018S009121    ,Caiguda (dues rodes),Not_Specified
9655,2018S009121    ,Col.lisiÃ³ lateral,Not_Specified
9656,2018S009122    ,Abast,Not_Specified
9657,2018S009123    ,Col.lisiÃ³ lateral,Not_Specified
9658,2018S009124    ,Col.lisiÃ³ lateral,Not_Specified
9659,2018S009125    ,Col.lisiÃ³ lateral,No hi ha causa mediata
9660,2018S009126    ,Col.lisiÃ³ fronto-lateral,Not_Specified
9661,2018S009127    ,Col.lisiÃ³ lateral,Not_Specified
9662,2018S009128    ,Col.lisiÃ³ lateral,Not_Specified
9663,2018S009129    ,Atropellament,Not_Specified
9664,2018S009130    ,Col.lisiÃ³ lateral,Not_Specified
9665,2018S009131    ,Col.lisiÃ³ fronto-lateral,Not_Specified
9666,2018S009132    ,Col.lisiÃ³ lateral,Not_Specified
9667,2018S009133    ,Xoc contra element estÃ tic,Not_Specified
9668,2018S009134    ,Abast,Not_Specified
9669,2018S009135    ,Col.lisiÃ³ lateral,Not_Specified
9670,2018S009136    ,Abast multiple,Not_Specified
9671,2018S009137    ,Caiguda interior vehicle,Not_Specified
9672,2018S009138    ,Caiguda interior vehicle,Not_Specified
9673,2018S009139    ,Abast,Not_Specified
9674,2018S009140    ,Col.lisiÃ³ fronto-lateral,Not_Specified
9675,2018S009141    ,Xoc contra element estÃ tic,Not_Specified
9676,2018S009142    ,Col.lisiÃ³ fronto-lateral,No hi ha causa mediata
9677,2018S009143    ,Atropellament,Not_Specified
9678,2018S009144    ,Xoc contra element estÃ tic,Not_Specified
9679,2018S009145    ,Col.lisiÃ³ fronto-lateral,Not_Specified
9680,2018S009146    ,Col.lisiÃ³ fronto-lateral,Not_Specified
9681,2018S009147    ,Col.lisiÃ³ fronto-lateral,Not_Specified
9682,2018S009148    ,Col.lisiÃ³ lateral,Not_Specified
9683,2018S009149    ,Abast,Not_Specified
9684,2018S009150    ,Xoc contra element estÃ tic,Not_Specified
9685,2018S009151    ,Xoc contra element estÃ tic,Not_Specified
9686,2018S009152    ,Abast,Not_Specified
9687,2018S009153    ,Col.lisiÃ³ lateral,Not_Specified
9688,2018S009153    ,Caiguda (dues rodes),Not_Specified
9689,2018S009154    ,Caiguda (dues rodes),Not_Specified
9690,2018S009155    ,Abast,Not_Specified
9691,2018S009156    ,Col.lisiÃ³ lateral,Not_Specified
9692,2018S009157    ,Atropellament,Not_Specified
9693,2018S009158    ,Col.lisiÃ³ lateral,Not_Specified
9694,2018S009159    ,Atropellament,Not_Specified
9695,2018S009160    ,Col.lisiÃ³ lateral,Not_Specified
9696,2018S009161    ,Xoc contra element estÃ tic,Not_Specified
9697,2018S009162    ,Xoc contra element estÃ tic,Not_Specified
9698,2018S009163    ,Col.lisiÃ³ lateral,Not_Specified
9699,2018S009164    ,Abast,Not_Specified
9700,2018S009165    ,Col.lisiÃ³ lateral,Not_Specified
9701,2018S009166    ,Abast,Not_Specified
9702,2018S009167    ,Col.lisiÃ³ lateral,Not_Specified
9703,2018S009168    ,Col.lisiÃ³ frontal,Not_Specified
9704,2018S009169    ,Xoc contra element estÃ tic,Not_Specified
9705,2018S009170    ,Atropellament,Not_Specified
9706,2018S009171    ,Abast,Not_Specified
9707,2018S009172    ,Atropellament,Not_Specified
9708,2018S009173    ,Xoc contra element estÃ tic,Not_Specified
9709,2018S009174    ,Abast,Not_Specified
9710,2018S009175    ,Xoc contra element estÃ tic,Not_Specified
9711,2018S009176    ,Col.lisiÃ³ fronto-lateral,Not_Specified
9712,2018S009177    ,Col.lisiÃ³ fronto-lateral,Not_Specified
9713,2018S009178    ,Caiguda (dues rodes),No hi ha causa mediata
9714,2018S009179    ,Caiguda (dues rodes),Not_Specified
9715,2018S009180    ,Col.lisiÃ³ frontal,Not_Specified
9716,2018S009181    ,Abast,Not_Specified
9717,2018S009182    ,Col.lisiÃ³ fronto-lateral,Not_Specified
9718,2018S009183    ,Col.lisiÃ³ fronto-lateral,Not_Specified
9719,2018S009184    ,Col.lisiÃ³ lateral,Not_Specified
9720,2018S009185    ,Col.lisiÃ³ fronto-lateral,Not_Specified
9721,2018S009186    ,Col.lisiÃ³ fronto-lateral,Not_Specified
9722,2018S009187    ,Col.lisiÃ³ fronto-lateral,Not_Specified
9723,2018S009188    ,Abast,Not_Specified
9724,2018S009189    ,Col.lisiÃ³ fronto-lateral,Not_Specified
9725,2018S009190    ,Caiguda interior vehicle,No hi ha causa mediata
9726,2018S009191    ,Abast,Not_Specified
9727,2018S009192    ,Xoc contra element estÃ tic,Not_Specified
9728,2018S009193    ,Atropellament,Not_Specified
9729,2018S009194    ,Col.lisiÃ³ lateral,Not_Specified
9730,2018S009195    ,Col.lisiÃ³ lateral,Not_Specified
9731,2018S009196    ,Abast,Not_Specified
9732,2018S009197    ,Abast,Not_Specified
9733,2018S009198    ,Col.lisiÃ³ fronto-lateral,Not_Specified
9734,2018S009198    ,Xoc contra element estÃ tic,Not_Specified
9735,2018S009199    ,Col.lisiÃ³ lateral,Not_Specified
9736,2018S009200    ,Xoc contra element estÃ tic,Not_Specified
9737,2018S009201    ,Col.lisiÃ³ lateral,Not_Specified
9738,2018S009202    ,Abast multiple,No hi ha causa mediata
9739,2018S009203    ,Caiguda (dues rodes),Not_Specified
9740,2018S009204    ,Caiguda (dues rodes),Not_Specified
9741,2018S009205    ,Col.lisiÃ³ lateral,Not_Specified
9742,2018S009206    ,Col.lisiÃ³ lateral,Not_Specified
9743,2018S009206    ,Xoc contra element estÃ tic,Not_Specified
9744,2018S009207    ,Xoc contra element estÃ tic,Not_Specified
9745,2018S009208    ,Abast,Not_Specified
9746,2018S009209    ,Col.lisiÃ³ fronto-lateral,Not_Specified
9747,2018S009210    ,Col.lisiÃ³ lateral,Not_Specified
9748,2018S009211    ,Col.lisiÃ³ lateral,Not_Specified
9749,2018S009212    ,Col.lisiÃ³ frontal,Not_Specified
9750,2018S009213    ,Abast,Not_Specified
9751,2018S009214    ,Xoc amb animal a la calÃ§ada,Not_Specified
9752,2018S009215    ,Caiguda interior vehicle,Not_Specified
9753,2018S009216    ,Abast,Not_Specified
9754,2018S009217    ,Abast multiple,Not_Specified
9755,2018S009218    ,Col.lisiÃ³ fronto-lateral,No hi ha causa mediata
9756,2018S009219    ,Caiguda interior vehicle,Not_Specified
9757,2018S009220    ,Abast,Not_Specified
9758,2018S009221    ,Atropellament,Not_Specified
9759,2018S009222    ,Xoc contra element estÃ tic,Not_Specified
9760,2018S009223    ,Atropellament,Not_Specified
9761,2018S009223    ,Xoc contra element estÃ tic,Not_Specified
9762,2018S009224    ,Col.lisiÃ³ fronto-lateral,Not_Specified
9763,2018S009225    ,Abast,Not_Specified
9764,2018S009226    ,Col.lisiÃ³ fronto-lateral,Not_Specified
9765,2018S009227    ,Col.lisiÃ³ frontal,Not_Specified
9766,2018S009228    ,Col.lisiÃ³ lateral,Not_Specified
9767,2018S009229    ,Col.lisiÃ³ lateral,Not_Specified
9768,2018S009230    ,Col.lisiÃ³ lateral,Not_Specified
9769,2018S009231    ,Atropellament,Not_Specified
9770,2018S009232    ,Atropellament,Not_Specified
9771,2018S009233    ,Abast,Not_Specified
9772,2018S009234    ,Col.lisiÃ³ lateral,Not_Specified
9773,2018S009235    ,Col.lisiÃ³ lateral,Not_Specified
9774,2018S009236    ,Col.lisiÃ³ fronto-lateral,Not_Specified
9775,2018S009237    ,Abast,Not_Specified
9776,2018S009238    ,EncalÃ§,Not_Specified
9777,2018S009239    ,Atropellament,Not_Specified
9778,2018S009240    ,Atropellament,Not_Specified
9779,2018S009241    ,Caiguda (dues rodes),Not_Specified
9780,2018S009242    ,Col.lisiÃ³ fronto-lateral,Not_Specified
9781,2018S009243    ,Atropellament,Not_Specified
9782,2018S009244    ,Col.lisiÃ³ fronto-lateral,Not_Specified
9783,2018S009245    ,Altres,Not_Specified
9784,2018S009246    ,Col.lisiÃ³ lateral,Not_Specified
9785,2018S009247    ,Abast,Not_Specified
9786,2018S009248    ,Col.lisiÃ³ fronto-lateral,Not_Specified
9787,2018S009249    ,Caiguda interior vehicle,Not_Specified
9788,2018S009250    ,Atropellament,Not_Specified
9789,2018S009251    ,Abast multiple,Not_Specified
9790,2018S009252    ,Col.lisiÃ³ fronto-lateral,Not_Specified
9791,2018S009253    ,Abast,Not_Specified
9792,2018S009254    ,Col.lisiÃ³ fronto-lateral,Not_Specified
9793,2018S009255    ,Xoc contra element estÃ tic,Not_Specified
9794,2018S009256    ,Col.lisiÃ³ lateral,Not_Specified
9795,2018S009257    ,Caiguda (dues rodes),Not_Specified
9796,2018S009258    ,Abast,Not_Specified
9797,2018S009259    ,Abast,No hi ha causa mediata
9798,2018S009260    ,Col.lisiÃ³ frontal,No hi ha causa mediata
9799,2018S009261    ,Col.lisiÃ³ lateral,Not_Specified
9800,2018S009262    ,Atropellament,Not_Specified
9801,2018S009263    ,Col.lisiÃ³ lateral,Not_Specified
9802,2018S009264    ,Atropellament,Not_Specified
9803,2018S009265    ,Col.lisiÃ³ lateral,Not_Specified
9804,2018S009266    ,Col.lisiÃ³ lateral,Not_Specified
9805,2018S009266    ,Xoc contra element estÃ tic,Not_Specified
9806,2018S009267    ,Abast,Not_Specified
9807,2018S009268    ,Col.lisiÃ³ fronto-lateral,No hi ha causa mediata
9808,2018S009269    ,Col.lisiÃ³ fronto-lateral,Not_Specified
9809,2018S009270    ,Col.lisiÃ³ lateral,Not_Specified
9810,2018S009271    ,Abast,Not_Specified
9811,2018S009272    ,Xoc amb animal a la calÃ§ada,Not_Specified
9812,2018S009273    ,Abast,Not_Specified
9813,2018S009274    ,Col.lisiÃ³ fronto-lateral,Not_Specified
9814,2018S009275    ,Abast multiple,Not_Specified
9815,2018S009276    ,Col.lisiÃ³ lateral,Not_Specified
9816,2018S009277    ,Col.lisiÃ³ lateral,Not_Specified
9817,2018S009278    ,Abast,Not_Specified
9818,2018S009279    ,Col.lisiÃ³ fronto-lateral,Not_Specified
9819,2018S009280    ,Col.lisiÃ³ fronto-lateral,No hi ha causa mediata
9820,2018S009281    ,Col.lisiÃ³ lateral,Not_Specified
9821,2018S009282    ,Abast multiple,Not_Specified
9822,2018S009283    ,Abast,Not_Specified
9823,2018S009284    ,Col.lisiÃ³ fronto-lateral,No hi ha causa mediata
9824,2018S009285    ,Atropellament,Not_Specified
9825,2018S009286    ,Col.lisiÃ³ lateral,Not_Specified
9826,2018S009287    ,Caiguda (dues rodes),Not_Specified
9827,2018S009288    ,Col.lisiÃ³ fronto-lateral,Not_Specified
9828,2018S009289    ,Abast,No hi ha causa mediata
9829,2018S009290    ,Abast,Not_Specified
9830,2018S009291    ,Altres,Not_Specified
9831,2018S009291    ,Xoc amb animal a la calÃ§ada,Not_Specified
9832,2018S009291    ,Atropellament,Not_Specified
9833,2018S009292    ,Col.lisiÃ³ lateral,Not_Specified
9834,2018S009293    ,Col.lisiÃ³ lateral,Not_Specified
9835,2018S009294    ,Col.lisiÃ³ fronto-lateral,No hi ha causa mediata
9836,2018S009295    ,Altres,Not_Specified
9837,2018S009296    ,Abast,Not_Specified
9838,2018S009297    ,Xoc contra element estÃ tic,Not_Specified
9839,2018S009298    ,Col.lisiÃ³ fronto-lateral,No hi ha causa mediata
9840,2018S009299    ,Col.lisiÃ³ fronto-lateral,Not_Specified
9841,2018S009300    ,Col.lisiÃ³ lateral,Not_Specified
9842,2018S009301    ,Col.lisiÃ³ fronto-lateral,Not_Specified
9843,2018S009302    ,Col.lisiÃ³ lateral,Not_Specified
9844,2018S009303    ,Col.lisiÃ³ fronto-lateral,Not_Specified
9845,2018S009304    ,Caiguda (dues rodes),Not_Specified
9846,2018S009304    ,Col.lisiÃ³ lateral,Not_Specified
9847,2018S009305    ,Atropellament,Not_Specified
9848,2018S009306    ,Atropellament,Not_Specified
9849,2018S009307    ,Abast,Not_Specified
9850,2018S009308    ,Abast,Not_Specified
9851,2018S009309    ,Col.lisiÃ³ lateral,Not_Specified
9852,2018S009310    ,Caiguda interior vehicle,Not_Specified
9853,2018S009311    ,Caiguda (dues rodes),Not_Specified
