Numero_expedient;Descripcio_causa_mediata
2018S008663    ;No hi ha causa mediata
2018S001979    ;No hi ha causa mediata
2018S005317    ;AlcoholÃ¨mia
2018S004507    ;No hi ha causa mediata
2018S006533    ;No hi ha causa mediata
2018S000990    ;No hi ha causa mediata
2018S004780    ;No hi ha causa mediata
2018S009379    ;No hi ha causa mediata
2018S004865    ;No hi ha causa mediata
2018S007179    ;No hi ha causa mediata
2018S003379    ;No hi ha causa mediata
2018S007710    ;No hi ha causa mediata
2018S000036    ;No hi ha causa mediata
2018S006384    ;No hi ha causa mediata
2018S008209    ;No hi ha causa mediata
2018S005241    ;No hi ha causa mediata
2018S001174    ;No hi ha causa mediata
2018S001584    ;No hi ha causa mediata
2018S006649    ;No hi ha causa mediata
2018S005929    ;AlcoholÃ¨mia
2018S000701    ;No hi ha causa mediata
2018S009719    ;No hi ha causa mediata
2018S006182    ;No hi ha causa mediata
2018S000470    ;No hi ha causa mediata
2018S006979    ;No hi ha causa mediata
2018S000887    ;No hi ha causa mediata
2018S004465    ;No hi ha causa mediata
2018S008048    ;No hi ha causa mediata
2018S003556    ;CalÃ§ada en mal estat
2018S007987    ;No hi ha causa mediata
2018S000330    ;AlcoholÃ¨mia
2018S009326    ;No hi ha causa mediata
2018S001534    ;No hi ha causa mediata
2018S005716    ;No hi ha causa mediata
2018S008515    ;No hi ha causa mediata
2018S007977    ;No hi ha causa mediata
2018S004789    ;No hi ha causa mediata
2018S005871    ;No hi ha causa mediata
2018S000113    ;No hi ha causa mediata
2018S008733    ;No hi ha causa mediata
2018S004290    ;No hi ha causa mediata
2018S002382    ;No hi ha causa mediata
2018S000307    ;No hi ha causa mediata
2018S009697    ;No hi ha causa mediata
2018S008436    ;AlcoholÃ¨mia
2018S006935    ;No hi ha causa mediata
2018S000949    ;ExcÃ©s de velocitat o inadequada
2018S007960    ;No hi ha causa mediata
2018S000362    ;No hi ha causa mediata
2018S003147    ;No hi ha causa mediata
2018S007392    ;No hi ha causa mediata
2018S004735    ;No hi ha causa mediata
2018S005321    ;No hi ha causa mediata
2018S009573    ;No hi ha causa mediata
2018S008056    ;No hi ha causa mediata
2018S007070    ;No hi ha causa mediata
2018S002363    ;No hi ha causa mediata
2018S009053    ;No hi ha causa mediata
2018S000969    ;No hi ha causa mediata
2018S000978    ;ExcÃ©s de velocitat o inadequada
2018S005644    ;No hi ha causa mediata
2018S004376    ;No hi ha causa mediata
2018S001958    ;No hi ha causa mediata
2018S007551    ;No hi ha causa mediata
2018S003041    ;No hi ha causa mediata
2018S009755    ;No hi ha causa mediata
2018S000654    ;No hi ha causa mediata
2018S000905    ;No hi ha causa mediata
2018S002638    ;No hi ha causa mediata
2018S009572    ;No hi ha causa mediata
2018S008169    ;No hi ha causa mediata
2018S001416    ;No hi ha causa mediata
2018S006010    ;No hi ha causa mediata
2018S002683    ;No hi ha causa mediata
2018S009664    ;No hi ha causa mediata
2018S008438    ;No hi ha causa mediata
2018S005399    ;No hi ha causa mediata
2018S009807    ;No hi ha causa mediata
2018S004726    ;No hi ha causa mediata
2018S004662    ;No hi ha causa mediata
2018S006137    ;No hi ha causa mediata
2018S001394    ;No hi ha causa mediata
2018S001804    ;No hi ha causa mediata
2018S006994    ;No hi ha causa mediata
2018S005584    ;No hi ha causa mediata
2018S001937    ;No hi ha causa mediata
2018S004748    ;Estat de la senyalitzaciÃ³
2018S005990    ;No hi ha causa mediata
2018S005674    ;No hi ha causa mediata
2018S002390    ;No hi ha causa mediata
2018S004007    ;No hi ha causa mediata
2018S002341    ;No hi ha causa mediata
2018S001603    ;No hi ha causa mediata
2018S003527    ;No hi ha causa mediata
2018S001817    ;No hi ha causa mediata
2018S004785    ;No hi ha causa mediata
2018S009860    ;No hi ha causa mediata
2018S006695    ;No hi ha causa mediata
2018S004132    ;No hi ha causa mediata
2018S002555    ;No hi ha causa mediata
2018S009524    ;No hi ha causa mediata
2018S007403    ;No hi ha causa mediata
2018S004753    ;No hi ha causa mediata
2018S006271    ;No hi ha causa mediata
2018S003092    ;AlcoholÃ¨mia
2018S006880    ;No hi ha causa mediata
2018S008315    ;No hi ha causa mediata
2018S003451    ;No hi ha causa mediata
2018S002817    ;No hi ha causa mediata
2018S000267    ;AlcoholÃ¨mia
2018S004838    ;No hi ha causa mediata
2018S003026    ;No hi ha causa mediata
2018S005594    ;No hi ha causa mediata
2018S007277    ;No hi ha causa mediata
2018S006126    ;No hi ha causa mediata
2018S000684    ;No hi ha causa mediata
2018S008826    ;No hi ha causa mediata
2018S004234    ;No hi ha causa mediata
2018S002594    ;No hi ha causa mediata
2018S008958    ;No hi ha causa mediata
2018S008585    ;No hi ha causa mediata
2018S008507    ;No hi ha causa mediata
2018S006216    ;No hi ha causa mediata
2018S003349    ;No hi ha causa mediata
2018S006916    ;No hi ha causa mediata
2018S000710    ;No hi ha causa mediata
2018S006779    ;No hi ha causa mediata
2018S009277    ;AlcoholÃ¨mia
2018S005490    ;No hi ha causa mediata
2018S006909    ;No hi ha causa mediata
2018S002370    ;No hi ha causa mediata
2018S007934    ;No hi ha causa mediata
2018S000948    ;No hi ha causa mediata
2018S008319    ;No hi ha causa mediata
2018S009442    ;Drogues o medicaments
2018S008846    ;No hi ha causa mediata
2018S004385    ;No hi ha causa mediata
2018S002185    ;No hi ha causa mediata
2018S000444    ;No hi ha causa mediata
2018S007868    ;No hi ha causa mediata
2018S004509    ;No hi ha causa mediata
2018S006488    ;No hi ha causa mediata
2018S000110    ;No hi ha causa mediata
2018S009910    ;No hi ha causa mediata
2018S009817    ;No hi ha causa mediata
2018S007596    ;No hi ha causa mediata
2018S005588    ;No hi ha causa mediata
2018S005679    ;No hi ha causa mediata
2018S000823    ;No hi ha causa mediata
2018S000278    ;No hi ha causa mediata
2018S006825    ;CalÃ§ada en mal estat
2018S000504    ;No hi ha causa mediata
2018S005125    ;No hi ha causa mediata
2018S004530    ;No hi ha causa mediata
2018S005022    ;No hi ha causa mediata
2018S007985    ;No hi ha causa mediata
2018S002440    ;No hi ha causa mediata
2018S006613    ;No hi ha causa mediata
2018S008635    ;No hi ha causa mediata
2018S006691    ;No hi ha causa mediata
2018S002523    ;No hi ha causa mediata
2018S001413    ;No hi ha causa mediata
2018S005516    ;No hi ha causa mediata
2018S007572    ;No hi ha causa mediata
2018S002316    ;No hi ha causa mediata
2018S004744    ;No hi ha causa mediata
2018S002296    ;No hi ha causa mediata
2018S006991    ;No hi ha causa mediata
2018S002282    ;No hi ha causa mediata
2018S000208    ;CalÃ§ada en mal estat
2018S001173    ;No hi ha causa mediata
2018S001967    ;No hi ha causa mediata
2018S004258    ;No hi ha causa mediata
2018S006295    ;No hi ha causa mediata
2018S004451    ;No hi ha causa mediata
2018S001475    ;No hi ha causa mediata
2018S004762    ;No hi ha causa mediata
2018S008446    ;No hi ha causa mediata
2018S005695    ;No hi ha causa mediata
2018S002945    ;No hi ha causa mediata
2018S006970    ;No hi ha causa mediata
2018S004479    ;No hi ha causa mediata
2018S002903    ;No hi ha causa mediata
2018S004219    ;No hi ha causa mediata
2018S008404    ;No hi ha causa mediata
2018S002909    ;No hi ha causa mediata
2018S004513    ;No hi ha causa mediata
2018S005402    ;No hi ha causa mediata
2018S009148    ;No hi ha causa mediata
2018S004669    ;No hi ha causa mediata
2018S004459    ;AlcoholÃ¨mia
2018S000554    ;No hi ha causa mediata
2018S003202    ;No hi ha causa mediata
2018S001295    ;No hi ha causa mediata
2018S004944    ;No hi ha causa mediata
2018S006530    ;No hi ha causa mediata
2018S005455    ;No hi ha causa mediata
2018S000547    ;No hi ha causa mediata
2018S009349    ;No hi ha causa mediata
2018S002506    ;No hi ha causa mediata
2018S004986    ;No hi ha causa mediata
2018S002027    ;No hi ha causa mediata
2018S001029    ;No hi ha causa mediata
2018S006768    ;No hi ha causa mediata
2018S005648    ;No hi ha causa mediata
2018S002572    ;No hi ha causa mediata
2018S009035    ;No hi ha causa mediata
2018S006607    ;No hi ha causa mediata
2018S006284    ;No hi ha causa mediata
2018S005554    ;AlcoholÃ¨mia
2018S005462    ;No hi ha causa mediata
2018S004041    ;No hi ha causa mediata
2018S007833    ;Drogues o medicaments
2018S004703    ;No hi ha causa mediata
2018S004505    ;No hi ha causa mediata
2018S007309    ;No hi ha causa mediata
2018S006769    ;No hi ha causa mediata
2018S003133    ;No hi ha causa mediata
2018S008096    ;No hi ha causa mediata
2018S004138    ;No hi ha causa mediata
2018S001479    ;No hi ha causa mediata
2018S006780    ;No hi ha causa mediata
2018S003210    ;No hi ha causa mediata
2018S001594    ;No hi ha causa mediata
2018S005239    ;No hi ha causa mediata
2018S003437    ;No hi ha causa mediata
2018S000154    ;No hi ha causa mediata
2018S005260    ;No hi ha causa mediata
2018S004462    ;No hi ha causa mediata
2018S003986    ;No hi ha causa mediata
2018S004519    ;No hi ha causa mediata
2018S006531    ;No hi ha causa mediata
2018S007147    ;No hi ha causa mediata
2018S007323    ;No hi ha causa mediata
2018S005573    ;No hi ha causa mediata
2018S004110    ;AlcoholÃ¨mia
2018S000521    ;No hi ha causa mediata
2018S005868    ;AlcoholÃ¨mia
2018S004295    ;No hi ha causa mediata
2018S009352    ;No hi ha causa mediata
2018S002693    ;No hi ha causa mediata
2018S007167    ;AlcoholÃ¨mia
2018S004674    ;No hi ha causa mediata
2018S003974    ;No hi ha causa mediata
2018S001635    ;No hi ha causa mediata
2018S001813    ;No hi ha causa mediata
2018S001240    ;No hi ha causa mediata
2018S000127    ;No hi ha causa mediata
2018S000988    ;No hi ha causa mediata
2018S009029    ;No hi ha causa mediata
2018S005334    ;No hi ha causa mediata
2018S002577    ;No hi ha causa mediata
2018S000791    ;No hi ha causa mediata
2018S001853    ;No hi ha causa mediata
2018S001582    ;No hi ha causa mediata
2018S000646    ;No hi ha causa mediata
2018S006683    ;No hi ha causa mediata
2018S000888    ;No hi ha causa mediata
2018S004590    ;No hi ha causa mediata
2018S005657    ;No hi ha causa mediata
2018S004309    ;No hi ha causa mediata
2018S000546    ;No hi ha causa mediata
2018S008912    ;No hi ha causa mediata
2018S005857    ;No hi ha causa mediata
2018S001583    ;No hi ha causa mediata
2018S004261    ;No hi ha causa mediata
2018S006527    ;No hi ha causa mediata
2018S000429    ;No hi ha causa mediata
2018S000250    ;No hi ha causa mediata
2018S005569    ;No hi ha causa mediata
2018S000776    ;No hi ha causa mediata
2018S005911    ;No hi ha causa mediata
2018S003058    ;No hi ha causa mediata
2018S004496    ;No hi ha causa mediata
2018S003743    ;No hi ha causa mediata
2018S005486    ;No hi ha causa mediata
2018S001083    ;No hi ha causa mediata
2018S008100    ;No hi ha causa mediata
2018S004084    ;No hi ha causa mediata
2018S007535    ;No hi ha causa mediata
2018S003209    ;No hi ha causa mediata
2018S002602    ;No hi ha causa mediata
2018S003380    ;No hi ha causa mediata
2018S004347    ;No hi ha causa mediata
2018S008395    ;No hi ha causa mediata
2018S009067    ;No hi ha causa mediata
2018S006101    ;No hi ha causa mediata
2018S000766    ;No hi ha causa mediata
2018S005454    ;No hi ha causa mediata
2018S007041    ;No hi ha causa mediata
2018S005066    ;No hi ha causa mediata
2018S001371    ;No hi ha causa mediata
2018S003575    ;No hi ha causa mediata
2018S009437    ;No hi ha causa mediata
2018S003885    ;No hi ha causa mediata
2018S002705    ;No hi ha causa mediata
2018S006755    ;No hi ha causa mediata
2018S002430    ;No hi ha causa mediata
2018S001527    ;No hi ha causa mediata
2018S005684    ;No hi ha causa mediata
2018S006393    ;No hi ha causa mediata
2018S003310    ;No hi ha causa mediata
2018S003519    ;No hi ha causa mediata
2018S009367    ;No hi ha causa mediata
2018S005687    ;No hi ha causa mediata
2018S002061    ;No hi ha causa mediata
2018S001735    ;No hi ha causa mediata
2018S000575    ;No hi ha causa mediata
2018S004845    ;No hi ha causa mediata
2018S000384    ;No hi ha causa mediata
2018S000214    ;No hi ha causa mediata
2018S009165    ;No hi ha causa mediata
2018S003415    ;No hi ha causa mediata
2018S000961    ;No hi ha causa mediata
2018S008019    ;No hi ha causa mediata
2018S000882    ;AlcoholÃ¨mia
2018S000782    ;No hi ha causa mediata
2018S005040    ;No hi ha causa mediata
2018S002933    ;No hi ha causa mediata
2018S003576    ;No hi ha causa mediata
2018S003124    ;No hi ha causa mediata
2018S002679    ;No hi ha causa mediata
2018S003403    ;No hi ha causa mediata
2018S003102    ;No hi ha causa mediata
2018S005904    ;No hi ha causa mediata
2018S000953    ;No hi ha causa mediata
2018S002022    ;No hi ha causa mediata
2018S006279    ;No hi ha causa mediata
2018S009253    ;No hi ha causa mediata
2018S003641    ;No hi ha causa mediata
2018S006590    ;No hi ha causa mediata
2018S002142    ;No hi ha causa mediata
2018S008995    ;No hi ha causa mediata
2018S004288    ;No hi ha causa mediata
2018S004623    ;No hi ha causa mediata
2018S006816    ;No hi ha causa mediata
2018S009296    ;No hi ha causa mediata
2018S009391    ;No hi ha causa mediata
2018S008270    ;No hi ha causa mediata
2018S001897    ;No hi ha causa mediata
2018S001721    ;AlcoholÃ¨mia
2018S007831    ;No hi ha causa mediata
2018S005386    ;No hi ha causa mediata
2018S005069    ;No hi ha causa mediata
2018S001829    ;No hi ha causa mediata
2018S000193    ;No hi ha causa mediata
2018S009901    ;No hi ha causa mediata
2018S005738    ;No hi ha causa mediata
2018S007744    ;No hi ha causa mediata
2018S003514    ;No hi ha causa mediata
2018S009044    ;No hi ha causa mediata
2018S006354    ;No hi ha causa mediata
2018S006997    ;No hi ha causa mediata
2018S009947    ;No hi ha causa mediata
2018S001758    ;No hi ha causa mediata
2018S001066    ;No hi ha causa mediata
2018S000476    ;No hi ha causa mediata
2018S003374    ;No hi ha causa mediata
2018S009274    ;No hi ha causa mediata
2018S000159    ;No hi ha causa mediata
2018S003076    ;No hi ha causa mediata
2018S004543    ;No hi ha causa mediata
2018S003666    ;No hi ha causa mediata
2018S000821    ;No hi ha causa mediata
2018S000989    ;No hi ha causa mediata
2018S009113    ;No hi ha causa mediata
2018S004473    ;No hi ha causa mediata
2018S004679    ;No hi ha causa mediata
2018S009570    ;No hi ha causa mediata
2018S006561    ;No hi ha causa mediata
2018S001539    ;No hi ha causa mediata
2018S000064    ;No hi ha causa mediata
2018S004270    ;AlcoholÃ¨mia
2018S007242    ;No hi ha causa mediata
2018S002866    ;No hi ha causa mediata
2018S002678    ;No hi ha causa mediata
2018S003282    ;No hi ha causa mediata
2018S000046    ;No hi ha causa mediata
2018S000483    ;No hi ha causa mediata
2018S003098    ;No hi ha causa mediata
2018S005877    ;No hi ha causa mediata
2018S007625    ;No hi ha causa mediata
2018S003761    ;No hi ha causa mediata
2018S004321    ;No hi ha causa mediata
2018S000533    ;No hi ha causa mediata
2018S007119    ;No hi ha causa mediata
2018S007120    ;No hi ha causa mediata
2018S009487    ;No hi ha causa mediata
2018S004729    ;No hi ha causa mediata
2018S007355    ;No hi ha causa mediata
2018S006973    ;No hi ha causa mediata
2018S009141    ;No hi ha causa mediata
2018S004906    ;No hi ha causa mediata
2018S002666    ;No hi ha causa mediata
2018S000994    ;No hi ha causa mediata
2018S008766    ;No hi ha causa mediata
2018S008765    ;No hi ha causa mediata
2018S007370    ;No hi ha causa mediata
2018S004298    ;No hi ha causa mediata
2018S002561    ;No hi ha causa mediata
2018S001179    ;No hi ha causa mediata
2018S001112    ;No hi ha causa mediata
2018S004909    ;No hi ha causa mediata
2018S009370    ;No hi ha causa mediata
2018S000043    ;No hi ha causa mediata
2018S002937    ;No hi ha causa mediata
2018S003400    ;No hi ha causa mediata
2018S008993    ;No hi ha causa mediata
2018S002811    ;No hi ha causa mediata
2018S006443    ;No hi ha causa mediata
2018S007073    ;No hi ha causa mediata
2018S008789    ;No hi ha causa mediata
2018S009872    ;No hi ha causa mediata
2018S007472    ;No hi ha causa mediata
2018S002245    ;No hi ha causa mediata
2018S002134    ;No hi ha causa mediata
2018S009060    ;No hi ha causa mediata
2018S002239    ;No hi ha causa mediata
2018S001580    ;No hi ha causa mediata
2018S009519    ;No hi ha causa mediata
2018S008813    ;No hi ha causa mediata
2018S006671    ;No hi ha causa mediata
2018S002450    ;No hi ha causa mediata
2018S007289    ;No hi ha causa mediata
2018S007786    ;No hi ha causa mediata
2018S002231    ;No hi ha causa mediata
2018S001350    ;No hi ha causa mediata
2018S008119    ;No hi ha causa mediata
2018S004237    ;No hi ha causa mediata
2018S000158    ;No hi ha causa mediata
2018S000207    ;No hi ha causa mediata
2018S008484    ;No hi ha causa mediata
2018S008756    ;No hi ha causa mediata
2018S001717    ;No hi ha causa mediata
2018S002860    ;AlcoholÃ¨mia
2018S009070    ;No hi ha causa mediata
2018S004188    ;No hi ha causa mediata
2018S005890    ;No hi ha causa mediata
2018S004868    ;No hi ha causa mediata
2018S009693    ;No hi ha causa mediata
2018S004278    ;No hi ha causa mediata
2018S005863    ;No hi ha causa mediata
2018S006100    ;No hi ha causa mediata
2018S009806    ;No hi ha causa mediata
2018S000729    ;No hi ha causa mediata
2018S000847    ;No hi ha causa mediata
2018S005680    ;No hi ha causa mediata
2018S005002    ;No hi ha causa mediata
2018S001328    ;AlcoholÃ¨mia
2018S008099    ;No hi ha causa mediata
2018S001248    ;No hi ha causa mediata
2018S003606    ;No hi ha causa mediata
2018S006250    ;No hi ha causa mediata
2018S000069    ;No hi ha causa mediata
2018S006588    ;AlcoholÃ¨mia
2018S002088    ;No hi ha causa mediata
2018S006032    ;No hi ha causa mediata
2018S008349    ;AlcoholÃ¨mia
2018S003626    ;No hi ha causa mediata
2018S001257    ;No hi ha causa mediata
2018S006339    ;No hi ha causa mediata
2018S004594    ;No hi ha causa mediata
2018S002556    ;No hi ha causa mediata
2018S009767    ;Drogues o medicaments
2018S009281    ;No hi ha causa mediata
2018S001067    ;No hi ha causa mediata
2018S009091    ;No hi ha causa mediata
2018S005440    ;No hi ha causa mediata
2018S007875    ;No hi ha causa mediata
2018S004356    ;No hi ha causa mediata
2018S002987    ;No hi ha causa mediata
2018S004281    ;No hi ha causa mediata
2018S006157    ;No hi ha causa mediata
2018S006692    ;No hi ha causa mediata
2018S005866    ;No hi ha causa mediata
2018S007053    ;No hi ha causa mediata
2018S002939    ;No hi ha causa mediata
2018S003484    ;No hi ha causa mediata
2018S001667    ;No hi ha causa mediata
2018S005435    ;No hi ha causa mediata
2018S006630    ;No hi ha causa mediata
2018S007726    ;No hi ha causa mediata
2018S005849    ;No hi ha causa mediata
2018S004202    ;No hi ha causa mediata
2018S008374    ;No hi ha causa mediata
2018S006347    ;No hi ha causa mediata
2018S005323    ;No hi ha causa mediata
2018S000138    ;No hi ha causa mediata
2018S000288    ;No hi ha causa mediata
2018S002710    ;No hi ha causa mediata
2018S008452    ;No hi ha causa mediata
2018S007864    ;No hi ha causa mediata
2018S003016    ;No hi ha causa mediata
2018S008793    ;No hi ha causa mediata
2018S008199    ;No hi ha causa mediata
2018S008601    ;No hi ha causa mediata
2018S001651    ;No hi ha causa mediata
2018S005791    ;No hi ha causa mediata
2018S009818    ;No hi ha causa mediata
2018S004149    ;No hi ha causa mediata
2018S008976    ;No hi ha causa mediata
2018S003178    ;No hi ha causa mediata
2018S008860    ;No hi ha causa mediata
2018S008857    ;No hi ha causa mediata
2018S003081    ;No hi ha causa mediata
2018S006166    ;No hi ha causa mediata
2018S001631    ;No hi ha causa mediata
2018S007692    ;No hi ha causa mediata
2018S008407    ;No hi ha causa mediata
2018S006366    ;No hi ha causa mediata
2018S007220    ;No hi ha causa mediata
2018S004871    ;No hi ha causa mediata
2018S004059    ;AlcoholÃ¨mia
2018S005787    ;Objectes o animals a la calÃ§ada
2018S005886    ;No hi ha causa mediata
2018S008851    ;No hi ha causa mediata
2018S001405    ;No hi ha causa mediata
2018S007294    ;No hi ha causa mediata
2018S006153    ;No hi ha causa mediata
2018S009928    ;No hi ha causa mediata
2018S008148    ;No hi ha causa mediata
2018S003856    ;No hi ha causa mediata
2018S003899    ;No hi ha causa mediata
2018S006933    ;No hi ha causa mediata
2018S001822    ;No hi ha causa mediata
2018S008054    ;No hi ha causa mediata
2018S006044    ;No hi ha causa mediata
2018S007772    ;No hi ha causa mediata
2018S007919    ;No hi ha causa mediata
2018S007009    ;No hi ha causa mediata
2018S006813    ;AlcoholÃ¨mia
2018S009325    ;No hi ha causa mediata
2018S007657    ;No hi ha causa mediata
2018S004373    ;No hi ha causa mediata
2018S005095    ;No hi ha causa mediata
2018S002211    ;No hi ha causa mediata
2018S005204    ;No hi ha causa mediata
2018S006984    ;No hi ha causa mediata
2018S006833    ;No hi ha causa mediata
2018S006761    ;No hi ha causa mediata
2018S002338    ;No hi ha causa mediata
2018S008341    ;No hi ha causa mediata
2018S000247    ;No hi ha causa mediata
2018S004358    ;No hi ha causa mediata
2018S003238    ;No hi ha causa mediata
2018S009581    ;No hi ha causa mediata
2018S005448    ;No hi ha causa mediata
2018S003396    ;ExcÃ©s de velocitat o inadequada
2018S002642    ;No hi ha causa mediata
2018S009966    ;AlcoholÃ¨mia
2018S006734    ;No hi ha causa mediata
2018S002579    ;No hi ha causa mediata
2018S005888    ;No hi ha causa mediata
2018S008564    ;No hi ha causa mediata
2018S007848    ;No hi ha causa mediata
2018S005468    ;AlcoholÃ¨mia
2018S001936    ;No hi ha causa mediata
2018S003200    ;No hi ha causa mediata
2018S006198    ;No hi ha causa mediata
2018S008617    ;No hi ha causa mediata
2018S007783    ;AlcoholÃ¨mia
2018S001322    ;No hi ha causa mediata
2018S005105    ;No hi ha causa mediata
2018S001909    ;No hi ha causa mediata
2018S004445    ;No hi ha causa mediata
2018S001828    ;No hi ha causa mediata
2018S002655    ;No hi ha causa mediata
2018S000067    ;No hi ha causa mediata
2018S008681    ;No hi ha causa mediata
2018S002281    ;No hi ha causa mediata
2018S001151    ;No hi ha causa mediata
2018S004727    ;No hi ha causa mediata
2018S007387    ;No hi ha causa mediata
2018S007376    ;No hi ha causa mediata
2018S003487    ;No hi ha causa mediata
2018S003857    ;No hi ha causa mediata
2018S003214    ;No hi ha causa mediata
2018S003107    ;No hi ha causa mediata
2018S005862    ;No hi ha causa mediata
2018S004967    ;No hi ha causa mediata
2018S007339    ;No hi ha causa mediata
2018S002794    ;No hi ha causa mediata
2018S001761    ;AlcoholÃ¨mia
2018S004203    ;No hi ha causa mediata
2018S008240    ;AlcoholÃ¨mia
2018S000928    ;No hi ha causa mediata
2018S000328    ;No hi ha causa mediata
2018S006901    ;No hi ha causa mediata
2018S000057    ;No hi ha causa mediata
2018S004312    ;No hi ha causa mediata
2018S004833    ;No hi ha causa mediata
2018S009121    ;No hi ha causa mediata
2018S004305    ;No hi ha causa mediata
2018S009377    ;AlcoholÃ¨mia
2018S004340    ;No hi ha causa mediata
2018S004874    ;No hi ha causa mediata
2018S009351    ;No hi ha causa mediata
2018S007212    ;No hi ha causa mediata
2018S000834    ;No hi ha causa mediata
2018S007283    ;No hi ha causa mediata
2018S004044    ;No hi ha causa mediata
2018S004660    ;No hi ha causa mediata
2018S001415    ;No hi ha causa mediata
2018S003082    ;No hi ha causa mediata
2018S005659    ;No hi ha causa mediata
2018S006093    ;No hi ha causa mediata
2018S009342    ;No hi ha causa mediata
2018S002070    ;No hi ha causa mediata
2018S002558    ;No hi ha causa mediata
2018S009445    ;No hi ha causa mediata
2018S006974    ;No hi ha causa mediata
2018S000417    ;No hi ha causa mediata
2018S009624    ;No hi ha causa mediata
2018S001166    ;No hi ha causa mediata
2018S006287    ;AlcoholÃ¨mia
2018S000656    ;No hi ha causa mediata
2018S009854    ;No hi ha causa mediata
2018S004255    ;No hi ha causa mediata
2018S000118    ;No hi ha causa mediata
2018S005277    ;AlcoholÃ¨mia
2018S009899    ;No hi ha causa mediata
2018S004277    ;No hi ha causa mediata
2018S001664    ;No hi ha causa mediata
2018S004169    ;No hi ha causa mediata
2018S005676    ;ExcÃ©s de velocitat o inadequada
2018S008316    ;No hi ha causa mediata
2018S008229    ;No hi ha causa mediata
2018S008215    ;No hi ha causa mediata
2018S001878    ;No hi ha causa mediata
2018S008879    ;No hi ha causa mediata
2018S000751    ;No hi ha causa mediata
2018S002595    ;No hi ha causa mediata
2018S006179    ;AlcoholÃ¨mia
2018S002333    ;No hi ha causa mediata
2018S002071    ;No hi ha causa mediata
2018S008104    ;No hi ha causa mediata
2018S002084    ;No hi ha causa mediata
2018S009193    ;No hi ha causa mediata
2018S002460    ;No hi ha causa mediata
2018S009062    ;Factors meteorolÃ²gics
2018S006266    ;No hi ha causa mediata
2018S002122    ;No hi ha causa mediata
2018S006529    ;No hi ha causa mediata
2018S008430    ;No hi ha causa mediata
2018S000724    ;AlcoholÃ¨mia
2018S006567    ;No hi ha causa mediata
2018S001450    ;No hi ha causa mediata
2018S009278    ;No hi ha causa mediata
2018S000488    ;No hi ha causa mediata
2018S009269    ;No hi ha causa mediata
2018S002069    ;No hi ha causa mediata
2018S004514    ;No hi ha causa mediata
2018S009958    ;No hi ha causa mediata
2018S008855    ;No hi ha causa mediata
2018S000231    ;No hi ha causa mediata
2018S009801    ;No hi ha causa mediata
2018S008978    ;No hi ha causa mediata
2018S003158    ;No hi ha causa mediata
2018S004231    ;No hi ha causa mediata
2018S004808    ;No hi ha causa mediata
2018S008246    ;No hi ha causa mediata
2018S006303    ;No hi ha causa mediata
2018S005208    ;No hi ha causa mediata
2018S006679    ;No hi ha causa mediata
2018S009051    ;No hi ha causa mediata
2018S007423    ;No hi ha causa mediata
2018S003820    ;AlcoholÃ¨mia
2018S007401    ;No hi ha causa mediata
2018S001870    ;AlcoholÃ¨mia
2018S005391    ;No hi ha causa mediata
2018S002661    ;No hi ha causa mediata
2018S006106    ;No hi ha causa mediata
2018S008071    ;No hi ha causa mediata
2018S000525    ;No hi ha causa mediata
2018S003600    ;No hi ha causa mediata
2018S002380    ;No hi ha causa mediata
2018S004229    ;No hi ha causa mediata
2018S006560    ;No hi ha causa mediata
2018S005940    ;No hi ha causa mediata
2018S003382    ;No hi ha causa mediata
2018S006006    ;No hi ha causa mediata
2018S006808    ;No hi ha causa mediata
2018S006952    ;ExcÃ©s de velocitat o inadequada
2018S006324    ;No hi ha causa mediata
2018S001921    ;No hi ha causa mediata
2018S009494    ;No hi ha causa mediata
2018S006805    ;AlcoholÃ¨mia
2018S004186    ;No hi ha causa mediata
2018S001490    ;No hi ha causa mediata
2018S004921    ;No hi ha causa mediata
2018S005416    ;No hi ha causa mediata
2018S008439    ;No hi ha causa mediata
2018S009432    ;No hi ha causa mediata
2018S009789    ;No hi ha causa mediata
2018S005669    ;AlcoholÃ¨mia
2018S001898    ;No hi ha causa mediata
2018S009466    ;No hi ha causa mediata
2018S001922    ;No hi ha causa mediata
2018S003236    ;No hi ha causa mediata
2018S005788    ;No hi ha causa mediata
2018S008825    ;No hi ha causa mediata
2018S003485    ;No hi ha causa mediata
2018S000168    ;No hi ha causa mediata
2018S002674    ;No hi ha causa mediata
2018S004375    ;No hi ha causa mediata
2018S008613    ;No hi ha causa mediata
2018S001264    ;No hi ha causa mediata
2018S006844    ;No hi ha causa mediata
2018S003638    ;No hi ha causa mediata
2018S008391    ;No hi ha causa mediata
2018S007208    ;No hi ha causa mediata
2018S002280    ;No hi ha causa mediata
2018S005062    ;AlcoholÃ¨mia
2018S002461    ;No hi ha causa mediata
2018S003052    ;No hi ha causa mediata
2018S009063    ;No hi ha causa mediata
2018S006213    ;No hi ha causa mediata
2018S003325    ;ExcÃ©s de velocitat o inadequada
2018S006705    ;No hi ha causa mediata
2018S003498    ;No hi ha causa mediata
2018S005580    ;No hi ha causa mediata
2018S008888    ;No hi ha causa mediata
2018S007962    ;No hi ha causa mediata
2018S005046    ;No hi ha causa mediata
2018S002139    ;No hi ha causa mediata
2018S000441    ;No hi ha causa mediata
2018S007447    ;No hi ha causa mediata
2018S003632    ;No hi ha causa mediata
