"CODI_VIA","CODI_CARRER_INE","TIPUS_VIA","NOM_OFICIAL","NOM_CURT","NRE_MIN","NRE_MAX"
"043502","00483","C","Carrer de Blesa","Blesa","",""
"043604","00484","C","Carrer de Boada","Boada","",""
"043706","00485","C","Carrer de la Bòbila","Bòbila","",""
"043808","00486","Ptge","Passatge de Bocabella","Ptge Bocabella","",""
"043900","00487","C","Carrer dels Bofarull","Bofarull","",""
"044006","00488","Ptge","Passatge de Bofarull","Ptge Bofarull","",""
"044108","00489","Ptge","Passatge de Bofill","Ptge Bofill","",""
"044200","00490","Av","Avinguda del Bogatell","Av Bogatell","",""
"044221","00491","C","Carrer dels Bohemis","Bohemis","",""
"044301","00493","C","Carrer de Bolívar","Bolívar","",""
"044403","00494","C","Carrer de Bolívia","Bolívia","",""
"044505","00495","C","Carrer d'en Boltres","Boltres","",""
"044607","00496","C","Carrer del Bonaire","Bonaire","",""
"044709","00497","Pg","Passeig de la Bonanova","Pg Bonanova","",""
"044800","00498","Pl","Plaça de la Bonanova","Pl Bonanova","",""
"044902","00499","C","Carrer de Bonaplata","Bonaplata","",""
"045100","00502","Ptge","Passatge de Boné","Ptge Boné","",""
"045202","00503","C","Carrer de Bonsoms","Bonsoms","",""
"045304","00504","C","Carrer de Bonveí","Bonveí","",""
"045406","00505","C","Carrer d'en Boquer","Boquer","",""
"045508","00506","C","Carrer de la Boqueria","Boqueria","",""
"045600","00507","Pla","Pla de la Boqueria","Pla Boqueria","",""
"045701","00508","Av","Avinguda dels Quinze","Av Quinze","",""
"045803","00509","Ctra","Carretera de la Bordeta","Ctra Bordeta","",""
"045905","00510","C","Carrer de Bordils","Bordils","",""
"045950","00511","C","Carrer de Borgonya","Borgonya","",""
"046001","00512","Ptge","Passatge de Bori","Ptge Bori","",""
"046103","00513","C","Carrer de Bori i Fontestà","Bori i Fontestà","",""
"046205","00514","C","Carrer de la Bòria","Bòria","",""
"046307","00515","C","Carrer de les Borges Blanques","Borges Blanques","",""
"046409","00516","Pg","Passeig del Born","Pg Born","",""
"046602","00517","C","Carrer de Borràs","Borràs","",""
"046704","00519","Pl","Plaça de Borràs","Pl Borràs","",""
"047004","00521","Ptge","Passatge de Borrell","Ptge Borrell","",""
"047208","00524","C","Carrer de Bosch","Bosch","",""
"047300","00525","C","Carrer de Bosch i Alsina","Bosch i Alsina","",""
"047401","00526","Ptge","Passatge de Bosch i Labrús","Ptge Bosch Labrús","",""
"047503","00527","C","Carrer del Bosc","Bosc","",""
"047558","00528","Pl","Plaça de Boston","Pl Boston","",""
"047605","00529","C","Carrer d'en Bot","Bot","",""
"047707","00530","C","Carrer d'en Botella","Botella","",""
"047809","00531","C","Carrer dels Boters","Boters","",""
"048109","00532","C","Carrer del Bou de Sant Pere","Bou de Sant Pere","",""
"048200","00534","C","Carrer de Bragança","Bragança","",""
"048404","00535","Rbla","Rambla del Brasil","Rbla Brasil","",""
"048608","00536","C","Carrer de Breda","Breda","",""
"048700","00537","C","Carrer de Bretón de los Herreros","Bretón Herreros","",""
"048765","00538","C","Carrer del Violer","Violer","",""
"048801","00539","C","Carrer de Briquets","Briquets","",""
"048903","00540","Bda","Baixada de Briz","Bda Briz","",""
"049101","00542","C","Carrer dels Brocaters","Brocaters","",""
"049203","00543","C","Carrer del Bronze","Bronze","",""
"049305","00544","C","Carrer de Brossa","Brossa","",""
"049407","00545","C","Carrer del Brosolí","Brosolí","",""
"049509","00546","C","Carrer del Bruc","Bruc","",""
"049600","00547","Pl","Plaça de Brugada","Pl Brugada","",""
"049702","00548","C","Carrer de Bruguera","Bruguera","",""
"049757","00549","C","Carrer del Brull","Brull","",""
"050009","00550","C","Carrer de Bruniquer","Bruniquer","",""
"050100","00551","C","Carrer de Brussel·les","Brussel·les","",""
"050202","00552","C","Carrer de Brusi","Brusi","",""
"050304","00553","C","Carrer de Gabriel Ferrater","Gabriel Ferrater","",""
"050600","00556","C","Carrer del Bon Pastor","Bon Pastor","",""
"050803","00557","C","Carrer de Buenaventura Muñoz","Buenaventura Muñoz","",""
"050905","00558","C","Carrer de Ventura Plaja","Ventura Plaja","",""
"051001","00559","C","Carrer de Bonaventura Pollés","Bonaventura Pollés","",""
"051103","00560","C","Carrer de Bonavista","Bonavista","",""
"051169","00561","Ptge","Passatge de Bonavista","Ptge Bonavista","",""
"051205","00562","C","Carrer de Buenos Aires","Buenos Aires","",""
"051307","00563","C","Carrer del Bonsuccés","Bonsuccés","",""
"051409","00564","Pl","Plaça del Bonsuccés","Pl Bonsuccés","",""
"051500","00565","C","Carrer de Buïgas","Buïgas","",""
"051704","00567","C","Carrer de Bunyola","Bunyola","",""
"051806","00568","C","Carrer de Bordeus","Bordeus","",""
"051908","00569","C","Carrer de Burgos","Burgos","",""
"052004","00571","C","Carrer de Borriana","Borriana","",""
"052106","00572","Ptge","Passatge de Burrull","Ptge Burrull","",""
"052208","00573","C","Carrer de Buscarons","Buscarons","",""
"052401","00575","C","Carrer de Buxó","Buxó","",""
"052423","00576","C","Carrer C Zona Franca","C Zona Franca","",""
"052503","00577","Pl","Plaça de Caba","Pl Caba","",""
"052605","00578","C","Carrer de Caballero","Caballero","",""
"052707","00579","C","Carrer dels Cavallers","Cavallers","",""
"052900","00581","C","Carrer de Cabanes","Cabanes","",""
"053007","00582","C","Carrer del Cabanyal","Cabanyal","",""
"053109","00583","C","Carrer de Cabestany","Cabestany","",""
"053200","00584","C","Carrer de les Cabres","Cabres","",""
"053302","00585","C","Carrer de Cabrera","Cabrera","",""
"053506","00587","C","Carrer de Càceres","Càceres","",""
"053608","00588","C","Carrer de Cadaqués","Cadaqués","",""
"053801","00590","Camí","Camí de la Cadena","Camí Cadena","",""
"054000","00592","C","Carrer del Cadí","Cadí","",""
"054101","00593","C","Carrer de Cadis","Cadis","",""
"054305","00595","C","Carrer de Queixans","Queixans","",""
"054407","00596","C","Carrer del Caire","Caire","",""
"054451","00597","Ptge","Passatge de la Caixa d'Estalvis","Ptge Caixa Estalv","",""
"054509","00598","C","Carrer de Calàbria","Calàbria","",""
"054600","00599","C","Carrer de Calaf","Calaf","",""
"054702","00600","Ptge","Passatge de Calafell","Ptge Calafell","",""
"054804","00602","C","Carrer de les Calàndries","Calàndries","",""
"054906","00603","C","Carrer de Calatrava","Calatrava","",""
"055002","00604","C","Carrer de Calderón de la Barca","Calderón Barca","",""
"055104","00605","C","Carrer de Calders","Calders","",""
"055206","00606","C","Carrer de Calella","Calella","",""
"055308","00607","C","Carrer de Calendau","Calendau","",""
"055501","00609","Pg","Passeig de Calvell","Pg Calvell","",""
"055603","00610","C","Carrer de Calvet","Calvet","",""
"055705","00611","Pl","Plaça de Calvó","Pl Calvó","",""
"055807","00612","Pl","Plaça de Francesc Macià","Pl Francesc Macià","",""
"055909","00613","C","Carrer del Call","Call","",""
"056005","00614","C","Carrer del Callao","Callao","",""
"056107","00615","C","Carrer de Càller","Càller","",""
"056129","00616","C","Carrer de Camarasa","Camarasa","",""
"056209","00617","C","Carrer dels Canvis Nous","Canvis Nous","",""
"056300","00618","C","Carrer dels Canvis Vells","Canvis Vells","",""
"056402","00619","C","Carrer de Cambrils","Cambrils","",""
"056504","00620","C","Carrer de les Camèlies","Camèlies","",""
"056606","00621","Ptge","Passatge de les Camèlies","Ptge Camèlies","",""
"056708","00622","C","Carrer de Camil Fabra","Camil Fabra","",""
"056800","00623","C","Carrer de Camil Oliveras","Camil Oliveras","",""
"057008","00624","Ptge","Passatge del Caminal","Ptge Caminal","",""
"057100","00625","C","Carrer de Camós","Camós","",""
"057201","00626","C","Carrer del Camp","Camp","",""
"057303","00627","Pl","Plaça del Camp","Pl Camp","",""
"057507","00630","C","Carrer de Campeny","Campeny","",""
"057609","00631","C","Carrer de Campins","Campins","",""
"057700","00632","Ptge","Passatge del Camp","Ptge Camp","",""
"057802","00633","C","Carrer del Camp Arriassa","Camp Arriassa","",""
"057904","00634","C","Carrer de Campo Florido","Campo Florido","",""
"058000","00635","C","Carrer del Camp d'en Vidal","Camp d'en Vidal","",""
"058102","00636","C","Carrer de Campoamor","Campoamor","",""
"058204","00637","Ptge","Passatge dels Camps Elisis","Ptge Camps Elisis","",""
"058306","00638","C","Carrer de Campreciós","Campreciós","",""
"058408","00639","C","Carrer de Camprodon","Camprodon","",""
"058500","00640","C","Carrer de Camps i Fabrés","Camps i Fabrés","",""
"058521","00641","C","Carrer Can Balasch","Can Balasch","",""
"058532","00642","Camí","Camí de Can Balasch","Camí Can Balasch","",""
"058543","00643","C","Carrer de Can Basseda","Can Basseda","",""
"058554","00644","C","Carrer de Can Bruixa","Can Bruixa","",""
"058598","00647","Camí","Camí de Can Castellví","Camí Can Castellví","",""
"058601","00648","C","Carrer de Can Caralleu","Can Caralleu","",""
"058612","00649","C","Carrer de Can Clos","Can Clos","",""
"058634","00651","Camí","Camí de Can Clos","Camí Can Clos","",""
"058747","00653","Camí","Camí de Can Pasqual","Camí Can Pasqual","",""
"058780","00655","Camí","Camí del Mas Sauró","Camí Mas Sauró","",""
"058907","00659","C","Carrer de Canaan","Canaan","",""
"059003","00660","Ptge","Passatge de Canadell","Ptge Canadell","",""
"059105","00661","C","Carrer de Canalejas","Canalejas","",""
"059207","00662","C","Carrer de les Canàries","Canàries","",""
"059309","00663","C","Carrer de la Cançó","Cançó","",""
"059400","00664","C","Carrer de les Candeles","Candeles","",""
"059604","00666","C","Carrer de Canet","Canet","",""
"059706","00667","Ptge","Passatge de Canet","Ptge Canet","",""
"059808","00668","C","Carrer de Canfranc","Canfranc","",""
"059900","00669","C","Carrer del Canigó","Canigó","",""
"060002","00670","C","Carrer del Canonge Almera","Canonge Almera","",""
"060104","00671","Pl","Plaça del Canonge Colom","Pl Canonge Colom","",""
"060206","00672","Ptge","Passatge del Canonge Cuffí","Ptge Canonge Cuffí","",""
"060308","00673","C","Carrer del Canonge Pibernat","Canonge Pibernat","",""
"060400","00674","Pl","Plaça del Canonge Rodó","Pl Canonge Rodó","",""
"060501","00675","Bda","Baixada de la Canonja","Bda Canonja","",""
"060603","00676","C","Carrer de Canovelles","Canovelles","",""
"060705","00677","C","Carrer de Cànoves","Cànoves","",""
"060807","00678","C","Carrer de Cantàbria","Cantàbria","",""
"061005","00680","C","Carrer de la Cantera","Cantera","",""
"061050","00681","C","Carrer de la Pedrera del Mussol","Pedrera del Mussol","",""
"061107","00682","C","Carrer de les Pedreres","Pedreres","",""
"061300","00683","Ptge","Passatge de Cantí","Ptge Cantí","",""
"061402","00684","C","Carrer de la Canuda","Canuda","",""
"061504","00685","C","Carrer de Canyameres","Canyameres","",""
"061606","00686","C","Carrer de Canyelles","Canyelles","",""
"061708","00688","C","Carrer del Canó","Canó","",""
"061800","00689","C","Carrer del Cap de Guaita","Cap de Guaita","",""
"061901","00690","C","Carrer del Cap del Món","Cap del Món","",""
"062008","00691","Ptge","Passatge de Capdevila","Ptge Capdevila","",""
"062100","00692","C","Carrer de Capella","Capella","",""
"062201","00693","C","Carrer de Capellades","Capellades","",""
"062303","00694","C","Carrer dels Capellans","Capellans","",""
"062450","00696","C","Carrer de la Capella de Can Caralleu","Capella C Caralleu","",""
"062507","00697","C","Carrer del Capità Arenas","Capità Arenas","",""
"062609","00698","Av","Avinguda d'Icària","Av Icària","",""
"062700","00699","C","Carrer de Bosch i Gimpera","Bosch i Gimpera","",""
"062755","00700","C","Carrer de la Riera de Tena","Riera de Tena","",""
"062802","00701","C","Carrer dels Caponata","Caponata","",""
"062904","00702","C","Carrer de Capçanes","Capçanes","",""
"063000","00704","C","Carrer de Capsec","Capsec","",""
"063102","00705","C","Carrer del Capcir","Capcir","",""
"063204","00706","Ptge","Passatge dels Caputxins","Ptge Caputxins","",""
"063306","00707","C","Carrer de les Caputxes","Caputxes","",""
"063408","00708","C","Carrer d'en Carabassa","Carabassa","",""
"063601","00710","T","Torrent de la Carabassa","T Carabassa","",""
"063703","00711","C","Carrer de la Caravel·la La Niña","Caravel·la La Niña","",""
"063805","00712","C","Carrer de la Caravel·la La Pinta","Caravel·la Pinta","",""
"063850","00713","C","Carrer de Caracas","Caracas","",""
"063907","00714","T","Torrent de Can Caralleu","T Can Caralleu","",""
"064105","00716","C","Carrer de la Carassa","Carassa","",""
"064207","00717","C","Carrer de Carbonell","Carbonell","",""
"064309","00718","Ptge","Passatge de Carbonell","Ptge Carbonell","",""
"064400","00719","C","Carrer de Carcassona","Carcassona","",""
"064502","00721","C","Carrer de Cardedeu","Cardedeu","",""
"064604","00722","Ptge","Passatge de Cardedeu","Ptge Cardedeu","",""
"064706","00723","C","Carrer del Cardenal Casañas","Cardenal Casañas","",""
"065006","00724","Pl","Plaça del Cardenal Cicognani","Pl Card Cicognani","",""
"065108","00725","C","Carrer del Cardenal Cisneros","Cardenal Cisneros","",""
"065200","00726","C","Carrer del Cardenal Reig","Cardenal Reig","",""
"065301","00727","C","Carrer del Cardenal Sentmenat","Cardenal Sentmenat","",""
"065403","00728","C","Carrer del Cardenal Tedeschini","Card Tedeschini","",""
"065505","00729","C","Carrer del Cardenal Vives i Tutó","Card Vives i Tutó","",""
"065607","00730","C","Carrer dels Carders","Carders","",""
"065800","00731","C","Carrer de Cardó","Cardó","",""
"065902","00732","C","Carrer de Cardona","Cardona","",""
"066009","00733","Pl","Plaça de Cardona","Pl Cardona","",""
"066100","00734","C","Carrer del Cardener","Cardener","",""
"066304","00735","C","Carrer de Cariteo","Cariteo","",""
"066508","00737","G.V.","Gran Via de Carles III","G.V. Carles III","",""
"066600","00738","Pl","Plaça de Carlos Ibáñez","Pl Carlos Ibáñez","",""
"066701","00739","Pl","Plaça de Vallvidrera","Pl Vallvidrera","",""
"066803","00740","C","Carrer de Carles Pirozzini","Carles Pirozzini","",""
"066905","00742","Ptge","Passatge de Carlota de Mena","Ptge Carlota Mena","",""
"067001","00743","Ctra","Carretera del Carmel","Ctra Carmel","",""
"067103","00744","Rbla","Rambla del Carmel","Rbla Carmel","",""
"067205","00745","T","Torrent del Carmel","T Carmel","",""
"067307","00746","C","Carrer del Carme","Carme","",""
"067409","00747","Pl","Plaça del Carme","Pl Carme","",""
"067602","00749","C","Carrer de Carme Karr","Carme Karr","",""
"067704","00750","C","Carrer del Castell d'Olorda","Castell d'Olorda","",""
"067806","00751","C","Carrer de les Carolines","Carolines","",""
"067908","00752","Cro","Carreró de les Carolines","Cro Carolines","",""
"068004","00753","C","Carrer de Carrencà","Carrencà","",""
"068106","00754","C","Carrer de Carrera","Carrera","",""
"068208","00755","C","Carrer de Carreras","Carreras","",""
"068230","00757","Ptge","Passatge de Carreras","Ptge Carreras","",""
"068401","00758","C","Carrer de Carreras i Candi","Carreras i Candi","",""
"068503","00759","C","Carrer de les Carretes","Carretes","",""
"068605","00760","Pl","Plaça del Carril","Pl Carril","",""
"068707","00761","C","Carrer de Carroç","Carroç","",""
"068809","00762","Ptge","Passatge de Carsi","Ptge Carsi","",""
"068900","00763","C","Carrer de Cartagena","Cartagena","",""
"069007","00764","C","Carrer de Cartago","Cartago","",""
"069109","00765","C","Carrer de Cartellà","Cartellà","",""
"069175","00766","C","Carrer de la Cartoixa","Cartoixa","",""
"069200","00767","C","Carrer de Ca l'Alegre","Ca l'Alegre","",""
"069302","00769","Pg","Passeig de Cantunis","Pg Cantunis","",""
"069404","00770","Av","Avinguda de Can Baró","Av Can Baró","",""
"069506","00771","Pl","Plaça de Can Baró","Pl Can Baró","",""
"069517","00772","Camí","Camí de Can Borni","Camí Can Borni","",""
"069572","00774","Bda","Baixada de Can Mateu","Bda Can Mateu","",""
"069608","00775","C","Carrer de Can Móra","Can Móra","",""
"069652","00776","Camí","Camí de Cal Notari","Camí Cal Notari","",""
"069700","00777","C","Carrer de Ca n'Oliva","Ca n'Oliva","",""
"069801","00778","Ptge","Passatge de Ca n'Oliva","Ptge Ca n'Oliva","",""
"069903","00780","Ptge","Passatge de Can Berdura","Ptge Can Berdura","",""
"070006","00781","C","Carrer de Can Xirot","Can Xirot","",""
"070050","00782","Ptge","Passatge de la Casablanca","Ptge Casablanca","",""
"070108","00783","C","Carrer de Casafranca","Casafranca","",""
"070200","00784","C","Carrer de Casals","Casals","",""
"070403","00786","C","Carrer de Casals i Cuberó","Casals i Cuberó","",""
"070505","00787","Ptge","Passatge de Casamitjana","Ptge Casamitjana","",""
