Code,Transport,Longitude,Latitude,Station,District.Name,Neighborhood.Name
K014,Day bus stop,2.162744,41.375479999999996,BUS -V9--,Eixample,Sant Antoni
K014,Day bus stop,2.154602,41.376656,BUS -V9--,Eixample,Sant Antoni
K015,Night bus stop,2.1477939999999998,41.381869,NITBUS -N0--,Eixample,la Nova Esquerra de l'Eixample
K014,Day bus stop,2.1302849999999998,41.399528000000004,BUS -V9--,Sarrià-Sant Gervasi,les Tres Torres
K014,Day bus stop,2.161686,41.377587,BUS -55-H16--,Eixample,Sant Antoni
K014,Day bus stop,2.221753,41.413193,BUS -H16-V33--,,
K014,Day bus stop,2.212484,41.417846999999995,BUS -V33--,Sant Martí,el Besòs i el Maresme
K014,Day bus stop,2.13658,41.410955,BUS -92--,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova
K014,Day bus stop,2.196631,41.407937,BUS -192--,Sant Martí,Provençals del Poblenou
K014,Day bus stop,2.175977,41.459565000000005,BUS -76-104-83--,Nou Barris,Ciutat Meridiana
K015,Night bus stop,2.178696,41.393721,NITBUS -N9--,Eixample,el Fort Pienc
K014,Day bus stop,2.174912,41.392464000000004,BUS -B25-B20--,Eixample,la Dreta de l'Eixample
K014,Day bus stop,2.153054,41.388465999999994,BUS -109--,Eixample,l'Antiga Esquerra de l'Eixample
K014,Day bus stop,2.1742049999999997,41.416593,BUS -H6--,Horta-Guinardó,el Guinardó
K014,Day bus stop,2.215588,41.418026,BUS -H14-V33--,Sant Martí,el Besòs i el Maresme
K015,Night bus stop,2.215588,41.418026,NITBUS -N6--,Sant Martí,el Besòs i el Maresme
K014,Day bus stop,2.201351,41.409029,BUS -H14--,Sant Martí,Provençals del Poblenou
K014,Day bus stop,2.122957,41.383010999999996,BUS -M12--,Les Corts,la Maternitat i Sant Ramon
K014,Day bus stop,2.1405060000000002,41.321753,BUS -PR4-88--,Sants-Montjuïc,la Marina del Prat Vermell
K014,Day bus stop,2.145522,41.322371000000004,BUS -PR4-88--,Sants-Montjuïc,la Marina del Prat Vermell
K014,Day bus stop,2.166977,41.386912,BUS -L94-L95-E95--,Eixample,la Dreta de l'Eixample
K015,Night bus stop,2.1627110000000003,41.383441999999995,NITBUS -N6--,Eixample,Sant Antoni
K014,Day bus stop,2.176088,41.428117,BUS -34--,Nou Barris,Vilapicina i la Torre Llobeta
K014,Day bus stop,2.196369,41.435612,BUS -H8--,Sant Andreu,el Bon Pastor
K015,Night bus stop,2.172549,41.397071999999994,NITBUS -N1-N4--,Eixample,la Dreta de l'Eixample
K014,Day bus stop,2.131777,41.322551000000004,BUS -110--,Sants-Montjuïc,la Marina del Prat Vermell
K014,Day bus stop,2.2057900000000004,41.422657,BUS -H10--,Sant Martí,la Verneda i la Pau
K014,Day bus stop,2.216324,41.410539,BUS -7--,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou
K014,Day bus stop,2.16818,41.406655,BUS -45-47-H8--,Gràcia,el Camp d'en Grassot i Gràcia Nova
K014,Day bus stop,2.178159,41.401771999999994,BUS -V21--,Eixample,la Sagrada Família
K014,Day bus stop,2.1381419999999998,41.350346,BUS -125--,Sants-Montjuïc,la Marina del Prat Vermell
K014,Day bus stop,2.15405,41.398899,BUS -87--,Gràcia,la Vila de Gràcia
K016,Airport bus stop,2.170692,41.38748,AEROBUS -A1--,Eixample,la Dreta de l'Eixample
K014,Day bus stop,2.107825,41.381174,BUS -L14--,Les Corts,la Maternitat i Sant Ramon
K014,Day bus stop,2.176539,41.372617,BUS -88--,Sants-Montjuïc,la Marina del Prat Vermell
K014,Day bus stop,2.14092,41.333713,BUS -88--,Sants-Montjuïc,la Marina del Prat Vermell
K015,Night bus stop,2.190413,41.406299,NITBUS -N2--,Sant Martí,el Clot
K014,Day bus stop,2.1872830000000003,41.403077,BUS -H12--,Sant Martí,el Parc i la Llacuna del Poblenou
K015,Night bus stop,2.187505,41.402519,NITBUS -N7--,Sant Martí,el Parc i la Llacuna del Poblenou
K014,Day bus stop,2.110929,41.377497999999996,BUS -L14--,Les Corts,la Maternitat i Sant Ramon
K014,Day bus stop,2.160974,41.428774,BUS -86--,Horta-Guinardó,Horta
K015,Night bus stop,2.176543,41.392046,NITBUS -N9--,Eixample,la Dreta de l'Eixample
K014,Day bus stop,2.145426,41.432095000000004,BUS -27-60-76-B19-V21-H4--,Horta-Guinardó,Montbau
K014,Day bus stop,2.208807,41.400566,BUS -V31--,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou
K014,Day bus stop,2.181942,41.375309,BUS -BCTE--,Ciutat Vella,el Barri Gòtic
K014,Day bus stop,2.1372619999999998,41.409969,BUS -BCTE--,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova
K014,Day bus stop,2.141803,41.334884,BUS -88--,Sants-Montjuïc,la Marina del Prat Vermell
K014,Day bus stop,2.1616419999999996,41.394669,BUS -BCTE-BCTO--,Eixample,la Dreta de l'Eixample
K014,Day bus stop,2.1476669999999998,41.321643,BUS -PR4-88--,Sants-Montjuïc,la Marina del Prat Vermell
K014,Day bus stop,2.11027,41.384422,BUS -L14--,Les Corts,Pedralbes
K015,Night bus stop,2.166977,41.386912,NITBUS -N14-N16--,Eixample,la Dreta de l'Eixample
K014,Day bus stop,2.204462,41.430572,BUS -60-B21-B24--,Sant Andreu,el Bon Pastor
K014,Day bus stop,2.2038900000000003,41.428148,BUS -60-B21--,Sant Martí,la Verneda i la Pau
K014,Day bus stop,2.208519,41.437008,BUS -11--,Sant Andreu,el Bon Pastor
K015,Night bus stop,2.17345,41.402083000000005,NITBUS -N1-N7--,Eixample,la Sagrada Família
K015,Night bus stop,2.1864619999999997,41.403695,NITBUS -N2-N7--,Sant Martí,el Parc i la Llacuna del Poblenou
K014,Day bus stop,2.122692,41.386049,BUS -BCTO--,Les Corts,la Maternitat i Sant Ramon
K015,Night bus stop,2.2079400000000002,41.415946000000005,NITBUS -N11--,Sant Martí,el Besòs i el Maresme
K014,Day bus stop,2.1551150000000003,41.430819,BUS -45-102-V21--,Horta-Guinardó,Horta
K015,Night bus stop,2.1551150000000003,41.430819,NITBUS -N4--,Horta-Guinardó,Horta
K014,Day bus stop,2.131323,41.415420000000005,BUS -196--,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova
K015,Night bus stop,2.187216,41.382983,NITBUS -N0-N6--,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera"
K014,Day bus stop,2.1544950000000003,41.386879,BUS -59-V11--,Eixample,l'Antiga Esquerra de l'Eixample
K014,Day bus stop,2.183226,41.462482,BUS -80-81--,Nou Barris,Vallbona
K015,Night bus stop,2.123813,41.378598,NITBUS -N14-N2-N3-N28--,Les Corts,la Maternitat i Sant Ramon
K015,Night bus stop,2.12846,41.37892,NITBUS -N3--,Sants-Montjuïc,Sants - Badal
K014,Day bus stop,2.129934,41.383722,BUS -59-H8-V5--,Les Corts,les Corts
K015,Night bus stop,2.173768,41.393873,NITBUS -N1-N2-N3--,Eixample,la Dreta de l'Eixample
K014,Day bus stop,2.1680029999999997,41.398107,BUS -B24-H10--,Eixample,la Dreta de l'Eixample
K015,Night bus stop,2.1863330000000003,41.425009,NITBUS -N3--,Sant Andreu,la Sagrera
K014,Day bus stop,2.144094,41.403048,BUS -V15--,Sarrià-Sant Gervasi,el Putxet i el Farró
K015,Night bus stop,2.12927,41.391717,NITBUS -N7--,Les Corts,les Corts
K014,Day bus stop,2.141553,41.38541,BUS -54--,Les Corts,les Corts
K015,Night bus stop,2.141553,41.38541,NITBUS -N3--,Les Corts,les Corts
K014,Day bus stop,2.106588,41.387935999999996,BUS -60-63-68-75-78-113-H4--,Les Corts,Pedralbes
K014,Day bus stop,2.167753,41.415757,BUS -39-55-D40--,Horta-Guinardó,el Guinardó
K014,Day bus stop,2.162732,41.428803,BUS -19-39-45--,Horta-Guinardó,Horta
K014,Day bus stop,2.16816,41.427381,BUS -19-45--,Horta-Guinardó,la Font d'en Fargues
K015,Night bus stop,2.195636,41.388372,NITBUS -N0--,Sant Martí,la Vila Olímpica del Poblenou
K014,Day bus stop,2.2015689999999997,41.394416,BUS -H16-V27--,Sant Martí,el Poblenou
K014,Day bus stop,2.1400490000000003,41.39168,BUS -6-7-33-34-63-67--,Les Corts,les Corts
K015,Night bus stop,2.1277060000000003,41.403348,NITBUS -N8--,Sarrià-Sant Gervasi,les Tres Torres
K014,Day bus stop,2.203362,41.415957,BUS -H12--,Sant Martí,Sant Martí de Provençals
K015,Night bus stop,2.1817849999999996,41.448426,NITBUS -N1--,Nou Barris,la Trinitat Nova
K015,Night bus stop,2.123368,41.399999,NITBUS -N7-N10--,Sarrià-Sant Gervasi,Sarrià
K014,Day bus stop,2.17172,41.418015000000004,BUS -39-55-D40--,Horta-Guinardó,el Guinardó
K014,Day bus stop,2.15384,41.355057,BUS -107--,Sants-Montjuïc,el Poble-sec
K014,Day bus stop,2.095205,41.415942,BUS -118--,Sarrià-Sant Gervasi,"Vallvidrera, el Tibidabo i les Planes"
K014,Day bus stop,2.095071,41.417878,BUS -118--,Sarrià-Sant Gervasi,"Vallvidrera, el Tibidabo i les Planes"
K014,Day bus stop,2.0978790000000003,41.418436,BUS -118-128--,Sarrià-Sant Gervasi,"Vallvidrera, el Tibidabo i les Planes"
K014,Day bus stop,2.096893,41.419995,BUS -128--,Sarrià-Sant Gervasi,"Vallvidrera, el Tibidabo i les Planes"
K014,Day bus stop,2.095815,41.433073,BUS -128--,,
K014,Day bus stop,2.126505,41.410468,BUS -60-123-196--,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova
K014,Day bus stop,2.14186,41.382934999999996,BUS -78-V7--,Sants-Montjuïc,Sants
K015,Night bus stop,2.165584,41.401322,NITBUS -N6--,Gràcia,el Camp d'en Grassot i Gràcia Nova
K015,Night bus stop,2.166798,41.392943,NITBUS -N7--,Eixample,la Dreta de l'Eixample
K014,Day bus stop,2.175389,41.373103,BUS -21--,Sants-Montjuïc,el Poble-sec
K014,Day bus stop,2.1734310000000003,41.446931,BUS -11-127-V29--,Nou Barris,les Roquetes
K015,Night bus stop,2.17308,41.433448999999996,NITBUS -N1-N6--,Nou Barris,el Turó de la Peira
K015,Night bus stop,2.1163540000000003,41.377702,NITBUS -N3--,Les Corts,la Maternitat i Sant Ramon
K014,Day bus stop,2.158583,41.370507,BUS -55--,Sants-Montjuïc,el Poble-sec
K014,Day bus stop,2.175232,41.439305,BUS -11-76-80-81-D40-V29-D50--,Nou Barris,Verdun
K014,Day bus stop,2.178966,41.445029,BUS -76-80-D50--,Nou Barris,Verdun
K014,Day bus stop,2.1653849999999997,41.391622,BUS -22-24--,Eixample,la Dreta de l'Eixample
K014,Day bus stop,2.1590290000000003,41.409803000000004,BUS -39-116--,Gràcia,el Camp d'en Grassot i Gràcia Nova
K015,Night bus stop,2.176986,41.413278000000005,NITBUS -N1-N4--,Horta-Guinardó,el Guinardó
K014,Day bus stop,2.16436,41.413853,BUS -55-114--,Horta-Guinardó,el Baix Guinardó
K014,Day bus stop,2.175468,41.425728,BUS -19-45--,Nou Barris,Vilapicina i la Torre Llobeta
K015,Night bus stop,2.175468,41.425728,NITBUS -N4--,Nou Barris,Vilapicina i la Torre Llobeta
K014,Day bus stop,2.146658,41.415582,BUS -92-129-V17--,Gràcia,el Coll
K014,Day bus stop,2.1120349999999997,41.393349,BUS -63-68-75-78-H4-V5--,Les Corts,Pedralbes
K014,Day bus stop,2.129254,41.380010999999996,BUS -70-75--,Les Corts,les Corts
K014,Day bus stop,2.185425,41.38487,BUS -39-H14--,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera"
K014,Day bus stop,2.158954,41.407932,BUS -39--,Gràcia,la Vila de Gràcia
K015,Night bus stop,2.145892,41.389857,NITBUS -N3--,Eixample,la Nova Esquerra de l'Eixample
K014,Day bus stop,2.155981,41.380125,BUS -L94-L95-H12-E95-52--,Eixample,Sant Antoni
K014,Day bus stop,2.143332,41.364364,BUS -13-125--,Sants-Montjuïc,la Marina de Port
K014,Day bus stop,2.175529,41.439316,BUS -76-80-81-D50--,Nou Barris,la Prosperitat
K015,Night bus stop,2.158359,41.439749,NITBUS -N4--,Horta-Guinardó,Horta
K014,Day bus stop,2.129677,41.415538,BUS -196--,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova
K014,Day bus stop,2.202834,41.443608000000005,BUS -11-60-V33--,Sant Andreu,el Bon Pastor
K015,Night bus stop,2.10756,41.386459,NITBUS -N12--,Les Corts,Pedralbes
K014,Day bus stop,2.196793,41.398811,BUS -6-192-B25-B20-136--,Sant Martí,el Poblenou
K015,Night bus stop,2.200758,41.390599,NITBUS -N6-N8-N28--,Sant Martí,la Vila Olímpica del Poblenou
K014,Day bus stop,2.107866,41.383257,BUS -67-L97-L79-E43--,Les Corts,la Maternitat i Sant Ramon
K014,Day bus stop,2.152377,41.378406,BUS -V9--,Eixample,la Nova Esquerra de l'Eixample
K015,Night bus stop,2.1362970000000003,41.401119,NITBUS -N0--,Sarrià-Sant Gervasi,Sant Gervasi - Galvany
K014,Day bus stop,2.1419759999999997,41.369539,BUS -46-65-79-109-165-L70-L72-L80-L81-L86-L87-L94-L95-H12-H16-E95--,Sants-Montjuïc,la Font de la Guatlla
K014,Day bus stop,2.140313,41.391407,BUS -6-7-33-34-63-67-V9--,Les Corts,les Corts
K015,Night bus stop,2.140313,41.391407,NITBUS -N12--,Les Corts,les Corts
K014,Day bus stop,2.1933130000000003,41.396181,BUS -B25-B20-136--,Sant Martí,el Parc i la Llacuna del Poblenou
K014,Day bus stop,2.118115,41.32498,BUS -109--,Sants-Montjuïc,la Marina del Prat Vermell
K015,Night bus stop,2.140527,41.421607,NITBUS -N4--,Horta-Guinardó,Sant Genís dels Agudells
K014,Day bus stop,2.144359,41.412085,BUS -27--,Gràcia,Vallcarca i els Penitents
K014,Day bus stop,2.153009,41.40889,BUS -24-H6-D40--,Gràcia,la Salut
K014,Day bus stop,2.178758,41.443539,BUS -76-132-80-81-D50--,Nou Barris,la Prosperitat
K014,Day bus stop,2.125784,41.398288,BUS -68-V7--,Sarrià-Sant Gervasi,Sarrià
K014,Day bus stop,2.161021,41.398719,BUS -39--,Gràcia,la Vila de Gràcia
K014,Day bus stop,2.206163,41.417602,BUS -H12--,Sant Martí,Provençals del Poblenou
K014,Day bus stop,2.206988,41.418686,BUS -H12--,Sant Martí,la Verneda i la Pau
K014,Day bus stop,2.160836,41.413971000000004,BUS -24-92--,Gràcia,la Salut
K014,Day bus stop,2.1425650000000003,41.37023,BUS -46-65-79-109-165-L70-L72-L80-L81-L86-L87-L94-L95-H12-H16-E95--,Sants-Montjuïc,Hostafrancs
K015,Night bus stop,2.175321,41.425592,NITBUS -N4--,Horta-Guinardó,el Guinardó
K014,Day bus stop,2.127281,41.381941999999995,BUS -75-H8-M12--,Les Corts,la Maternitat i Sant Ramon
K015,Night bus stop,2.144102,41.405316,NITBUS -N0--,Sarrià-Sant Gervasi,el Putxet i el Farró
K015,Night bus stop,2.146254,41.405845,NITBUS -N0--,Sarrià-Sant Gervasi,el Putxet i el Farró
K014,Day bus stop,2.182024,41.430289,BUS -11-34-122-H6-V29--,Nou Barris,Porta
K015,Night bus stop,2.180395,41.382851,NITBUS -N8-N28--,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera"
K015,Night bus stop,2.192328,41.37911,NITBUS -N8-N28--,Ciutat Vella,la Barceloneta
K015,Night bus stop,2.141269,41.337436,NITBUS -N1--,Sants-Montjuïc,la Marina del Prat Vermell
K014,Day bus stop,2.128749,41.330099,BUS -109-110--,Sants-Montjuïc,la Marina del Prat Vermell
K014,Day bus stop,2.188597,41.374363,BUS -39-V15--,Ciutat Vella,la Barceloneta
K014,Day bus stop,2.15318,41.433144,BUS -45-102-V21--,Horta-Guinardó,Horta
K014,Day bus stop,2.199246,41.444571,BUS -11-60-V33--,Sant Andreu,Baró de Viver
K015,Night bus stop,2.180504,41.418911,NITBUS -N1-N4--,Horta-Guinardó,el Guinardó
K014,Day bus stop,2.214891,41.414367,BUS -V31-136--,Sant Martí,el Besòs i el Maresme
K014,Day bus stop,2.142329,41.346734999999995,BUS -21-23-109-V3--,Sants-Montjuïc,la Marina del Prat Vermell
K015,Night bus stop,2.173795,41.460482,NITBUS -N3--,Nou Barris,Ciutat Meridiana
K014,Day bus stop,2.175909,41.461506,BUS -62-76-83--,Nou Barris,Ciutat Meridiana
K014,Day bus stop,2.131055,41.375623,BUS -D20-52--,Sants-Montjuïc,Sants
K015,Night bus stop,2.190566,41.414947999999995,NITBUS -N9--,Sant Andreu,Navas
K014,Day bus stop,2.1250310000000003,41.391383000000005,BUS -6--,Sarrià-Sant Gervasi,Sarrià
K015,Night bus stop,2.1514759999999997,41.420079,NITBUS -N4-N5--,Gràcia,el Coll
K014,Day bus stop,2.155056,41.419882,BUS -92-V17--,Horta-Guinardó,el Carmel
K015,Night bus stop,2.155056,41.419882,NITBUS -N4-N5--,Horta-Guinardó,el Carmel
K015,Night bus stop,2.151304,41.420233,NITBUS -N4-N5--,Horta-Guinardó,el Carmel
K014,Day bus stop,2.17956,41.421788,BUS -19-45-47-D50--,Sant Andreu,el Congrés i els Indians
K015,Night bus stop,2.17956,41.421788,NITBUS -N1-N4--,Sant Andreu,el Congrés i els Indians
K014,Day bus stop,2.161466,41.376512,BUS -120-V11-D50--,Eixample,Sant Antoni
K014,Day bus stop,2.153408,41.37572,BUS -55--,Eixample,Sant Antoni
K014,Day bus stop,2.1525540000000003,41.374821999999995,BUS -46--,Sants-Montjuïc,el Poble-sec
K014,Day bus stop,2.164466,41.385658,BUS -55-H16-D50--,Ciutat Vella,el Raval
K015,Night bus stop,2.162651,41.412163,NITBUS -N0--,Horta-Guinardó,el Baix Guinardó
K015,Night bus stop,2.155067,41.396440000000005,NITBUS -N4--,Sarrià-Sant Gervasi,Sant Gervasi - Galvany
K015,Night bus stop,2.188176,41.411243,NITBUS -N9--,Sant Martí,el Clot
K015,Night bus stop,2.191103,41.423054,NITBUS -N9--,Sant Andreu,la Sagrera
K015,Night bus stop,2.170625,41.388264,NITBUS -N11-N7-N9--,Eixample,la Dreta de l'Eixample
K014,Day bus stop,2.15108,41.391317,BUS -63-67-68--,Eixample,l'Antiga Esquerra de l'Eixample
K014,Day bus stop,2.216945,41.412064,BUS -V31-136--,Sant Martí,el Besòs i el Maresme
K015,Night bus stop,2.180278,41.390731,NITBUS -N11--,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera"
K015,Night bus stop,2.18499,41.382601,NITBUS -N0-N6--,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera"
K015,Night bus stop,2.174064,41.4612,NITBUS -N3--,Nou Barris,Ciutat Meridiana
K014,Day bus stop,2.148711,41.346914,BUS -21--,Sants-Montjuïc,la Marina del Prat Vermell
K014,Day bus stop,2.123585,41.376038,BUS -H10--,Sants-Montjuïc,Sants - Badal
K014,Day bus stop,2.164577,41.436673,BUS -122-V27--,Nou Barris,la Guineueta
K014,Day bus stop,2.165204,41.368629,BUS -55--,Sants-Montjuïc,el Poble-sec
K014,Day bus stop,2.1425,41.374295000000004,BUS -115-V5--,Sants-Montjuïc,Hostafrancs
K014,Day bus stop,2.136402,41.374259,BUS -115-V5--,Sants-Montjuïc,Sants
K014,Day bus stop,2.171863,41.39897,BUS -19-B24-H10-D50--,Eixample,la Dreta de l'Eixample
K014,Day bus stop,2.176304,41.395082,BUS -54--,Eixample,el Fort Pienc
K014,Day bus stop,2.16194,41.422445,BUS -39--,Horta-Guinardó,la Font d'en Fargues
K015,Night bus stop,2.152206,41.403636999999996,NITBUS -N4--,Gràcia,la Vila de Gràcia
K015,Night bus stop,2.146629,41.405611,NITBUS -N0--,Sarrià-Sant Gervasi,el Putxet i el Farró
K014,Day bus stop,2.165092,41.386212,BUS -55-59-67-H16-V13-D50--,Eixample,la Dreta de l'Eixample
K015,Night bus stop,2.1775439999999997,41.376464,NITBUS -N12-N15-N9--,Ciutat Vella,el Barri Gòtic
K015,Night bus stop,2.1728419999999997,41.381454999999995,NITBUS -N12-N15-N9--,Ciutat Vella,el Raval
K014,Day bus stop,2.0969,41.41936,BUS -118-128--,Sarrià-Sant Gervasi,"Vallvidrera, el Tibidabo i les Planes"
K014,Day bus stop,2.1867400000000004,41.414638000000004,BUS -62--,Sant Martí,el Camp de l'Arpa del Clot
K014,Day bus stop,2.133337,41.398621,BUS -70-H6-V11--,Sarrià-Sant Gervasi,les Tres Torres
K015,Night bus stop,2.133337,41.398621,NITBUS -N0-N7--,Sarrià-Sant Gervasi,les Tres Torres
K014,Day bus stop,2.1908090000000002,41.430221,BUS -126--,Sant Andreu,Sant Andreu
K015,Night bus stop,2.187568,41.393615999999994,NITBUS -N11--,Sant Martí,el Parc i la Llacuna del Poblenou
K015,Night bus stop,2.180776,41.415144,NITBUS -N1-N4--,Sant Martí,el Camp de l'Arpa del Clot
K014,Day bus stop,2.2009529999999997,41.424912,BUS -33-B24-V31-136--,Sant Martí,la Verneda i la Pau
K015,Night bus stop,2.1934419999999997,41.446168,NITBUS -N9--,Sant Andreu,Sant Andreu
K014,Day bus stop,2.1584380000000003,41.415234000000005,BUS -24-92--,Horta-Guinardó,Can Baró
K015,Night bus stop,2.1554900000000004,41.374919,NITBUS -N0--,Sants-Montjuïc,el Poble-sec
K014,Day bus stop,2.154789,41.373723,BUS -55--,Sants-Montjuïc,el Poble-sec
K015,Night bus stop,2.142905,41.425176,NITBUS -N4--,Horta-Guinardó,la Vall d'Hebron
K014,Day bus stop,2.1776009999999997,41.419309999999996,BUS -117--,Horta-Guinardó,el Guinardó
K014,Day bus stop,2.172367,41.418284,BUS -117--,Horta-Guinardó,el Guinardó
K014,Day bus stop,2.175339,41.420125,BUS -117--,Horta-Guinardó,el Guinardó
K014,Day bus stop,2.146264,41.421284,BUS -119--,Horta-Guinardó,la Teixonera
K014,Day bus stop,2.152605,41.423249,BUS -119--,Horta-Guinardó,el Carmel
K014,Day bus stop,2.154134,41.424112,BUS -119--,Horta-Guinardó,el Carmel
K014,Day bus stop,2.16681,41.384043,BUS -120--,Ciutat Vella,el Raval
K015,Night bus stop,2.170573,41.387757,NITBUS -N4-N5-N6-N7--,Eixample,la Dreta de l'Eixample
K015,Night bus stop,2.192864,41.380340999999994,NITBUS -N8-N28--,Ciutat Vella,la Barceloneta
K015,Night bus stop,2.1931599999999998,41.380542999999996,NITBUS -N8-N28--,Ciutat Vella,la Barceloneta
K014,Day bus stop,2.143198,41.354802,BUS -23-109-V3-H16--,Sants-Montjuïc,la Marina de Port
K014,Day bus stop,2.1759470000000003,41.377782,BUS -59-V13--,Ciutat Vella,el Raval
K015,Night bus stop,2.1759470000000003,41.377782,NITBUS -N12-N15-N9--,Ciutat Vella,el Raval
K015,Night bus stop,2.163982,41.409607,NITBUS -N6--,Gràcia,el Camp d'en Grassot i Gràcia Nova
K014,Day bus stop,2.139738,41.383496,BUS -54--,Sants-Montjuïc,Sants
K014,Day bus stop,2.147316,41.360745,BUS -13-125--,Sants-Montjuïc,la Marina de Port
K015,Night bus stop,2.1639909999999998,41.420215,NITBUS -N4-N5--,Horta-Guinardó,el Carmel
K015,Night bus stop,2.185156,41.427445,NITBUS -N3--,Sant Andreu,la Sagrera
K014,Day bus stop,2.143032,41.422079,BUS -19--,Horta-Guinardó,la Teixonera
K014,Day bus stop,2.160388,41.380917,BUS -V11--,Eixample,Sant Antoni
K014,Day bus stop,2.1851130000000003,41.428605,BUS -11-34--,Sant Andreu,la Sagrera
K015,Night bus stop,2.137395,41.409481,NITBUS -N5--,Sarrià-Sant Gervasi,el Putxet i el Farró
K014,Day bus stop,2.136587,41.375493,BUS -D20-52--,Sants-Montjuïc,Sants
K015,Night bus stop,2.163325,41.404365999999996,NITBUS -N6--,Gràcia,el Camp d'en Grassot i Gràcia Nova
K015,Night bus stop,2.1511560000000003,41.398312,NITBUS -N5--,Sarrià-Sant Gervasi,Sant Gervasi - Galvany
K014,Day bus stop,2.1949919999999996,41.414981,BUS -33-B24-H10--,Sant Martí,Sant Martí de Provençals
K014,Day bus stop,2.144157,41.427909,BUS -27-60-76-B19-V21-H4--,Horta-Guinardó,la Vall d'Hebron
K015,Night bus stop,2.1717009999999997,41.391901000000004,NITBUS -N1-N11-N2-N3-N9--,Eixample,la Dreta de l'Eixample
K014,Day bus stop,2.158762,41.391053,BUS -H10--,Eixample,l'Antiga Esquerra de l'Eixample
K014,Day bus stop,2.164847,41.387054,BUS -54--,Eixample,l'Antiga Esquerra de l'Eixample
K015,Night bus stop,2.207297,41.434744,NITBUS -N8--,Sant Andreu,el Bon Pastor
K014,Day bus stop,2.18757,41.394467,BUS -V21--,Sant Martí,el Parc i la Llacuna del Poblenou
K015,Night bus stop,2.1429810000000002,41.426902,NITBUS -N4--,Horta-Guinardó,Montbau
K014,Day bus stop,2.101269,41.416821,BUS -128--,Sarrià-Sant Gervasi,"Vallvidrera, el Tibidabo i les Planes"
K014,Day bus stop,2.168305,41.449459000000004,BUS -82--,Nou Barris,les Roquetes
K014,Day bus stop,2.174788,41.456254,BUS -83--,Nou Barris,Torre Baró
K014,Day bus stop,2.141032,41.379907,BUS -78-109-CJ--,Sants-Montjuïc,Sants
K014,Day bus stop,2.1508979999999998,41.384423,BUS -V9--,Eixample,la Nova Esquerra de l'Eixample
K014,Day bus stop,2.127787,41.341462,BUS -23-110--,Sants-Montjuïc,la Marina del Prat Vermell
K015,Night bus stop,2.201099,41.397662,NITBUS -N6-N8--,Sant Martí,el Poblenou
K014,Day bus stop,2.180818,41.399609000000005,BUS -V21--,Eixample,el Fort Pienc
K014,Day bus stop,2.126846,41.394925,BUS -V7--,Sarrià-Sant Gervasi,Sarrià
K014,Day bus stop,2.1652880000000003,41.423326,BUS -117--,Horta-Guinardó,la Font d'en Fargues
K014,Day bus stop,2.197662,41.395109999999995,BUS -92--,Sant Martí,la Vila Olímpica del Poblenou
K014,Day bus stop,2.128529,41.331294,BUS -21--,Sants-Montjuïc,la Marina del Prat Vermell
K014,Day bus stop,2.185047,41.416637,BUS -192-H8--,Sant Martí,el Camp de l'Arpa del Clot
K014,Day bus stop,2.111943,41.328889000000004,BUS -21--,Sants-Montjuïc,la Marina del Prat Vermell
K014,Day bus stop,2.170273,41.43424,BUS -122--,Nou Barris,el Turó de la Peira
K014,Day bus stop,2.12207,41.397211,BUS -130--,Sarrià-Sant Gervasi,Sarrià
K014,Day bus stop,2.130055,41.414395,BUS -196--,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova
K014,Day bus stop,2.209706,41.402771,BUS -H16--,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou
K015,Night bus stop,2.20464,41.422821,NITBUS -N8--,Sant Martí,la Verneda i la Pau
K014,Day bus stop,2.203722,41.415772,BUS -H12--,Sant Martí,Provençals del Poblenou
K014,Day bus stop,2.176772,41.459527,BUS -62--,Nou Barris,Ciutat Meridiana
K014,Day bus stop,2.131852,41.405114000000005,BUS -V13--,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova
K014,Day bus stop,2.1566490000000003,41.424653,BUS -19-86-87--,Horta-Guinardó,el Carmel
K014,Day bus stop,2.148725,41.374604,BUS -23--,Sants-Montjuïc,el Poble-sec
K014,Day bus stop,2.16416,41.421946000000005,BUS -117--,Horta-Guinardó,la Font d'en Fargues
K015,Night bus stop,2.1908090000000002,41.430221,NITBUS -N9--,Sant Andreu,Sant Andreu
K014,Day bus stop,2.174728,41.428125,BUS -47-D40-D50--,Nou Barris,Vilapicina i la Torre Llobeta
K014,Day bus stop,2.1514860000000002,41.410057,BUS -116--,Gràcia,la Salut
K014,Day bus stop,2.180504,41.418911,BUS -19-45-47-D50--,Horta-Guinardó,el Guinardó
